measure_date;station_name;unity;pollution_name;measure_value
2011-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;-1
2011-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;-1
2011-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;-1
2011-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;-1
2011-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;-1
2011-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;-1
2011-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;-1
2012-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;-1
2012-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.56
2012-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.2
2012-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.1
2012-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.06
2012-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.06
2012-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.04
2012-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.05
2012-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.07
2012-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.2
2012-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.84
2012-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.96
2013-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.54
2013-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.49
2013-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.43
2013-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.11
2013-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.05
2013-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.05
2013-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.03
2013-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.03
2013-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.05
2013-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.07
2013-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.39
2013-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;1.35
2014-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.54
2014-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.24
2014-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.13
2014-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.09
2014-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.04
2014-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.04
2014-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.06
2014-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.04
2014-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.05
2014-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.22
2014-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.47
2014-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.84
2015-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.817
2015-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.342
2015-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.174
2015-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.089
2015-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.053
2015-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.051
2015-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.034
2015-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.07
2015-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.07
2015-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.244
2015-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;0.601
2015-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)anthracène;1.113
2004-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2004-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2005-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2006-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2007-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2008-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2009-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2010-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2011-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2012-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;-1
2012-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.49
2012-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.21
2012-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.08
2012-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.06
2012-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.05
2012-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.02
2012-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.04
2012-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.05
2012-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.24
2012-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;1.07
2012-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;1.06
2013-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.48
2013-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.53
2013-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.74
2013-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.1
2013-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.04
2013-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.04
2013-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.02
2013-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.02
2013-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.04
2013-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.05
2013-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.53
2013-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;1.89
2014-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.86
2014-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.32
2014-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.15
2014-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.08
2014-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.03
2014-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.03
2014-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.05
2014-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.03
2014-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.03
2014-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.3
2014-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.82
2014-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;1.06
2015-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;1.685
2015-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.415
2015-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.25
2015-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.072
2015-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.032
2015-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.037
2015-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.028
2015-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.063
2015-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.052
2015-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.397
2015-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;0.934
2015-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(a)pyrène;1.785
2004-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2004-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2005-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2006-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2007-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2008-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2009-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2010-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2011-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2012-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;-1
2012-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;1.01
2012-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.35
2012-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.17
2012-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.11
2012-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.12
2012-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.06
2012-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.07
2012-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.11
2012-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.3
2012-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;1.02
2012-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;1.1
2013-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.78
2013-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.82
2013-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.74
2013-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.22
2013-05-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.08
2013-06-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.08
2013-07-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.04
2013-08-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.05
2013-09-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.09
2013-10-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.1
2013-11-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.58
2013-12-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;1.67
2014-01-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.81
2014-02-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.36
2014-03-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.29
2014-04-01;Grenoble Rocade Sud;nanog/m3;Benzo(b)fluoranthène;0.15
