id,coord_x,coord_y,join_osm_id,join_name,join_type,join_oneway,join_bridge,join_tunnel,join_maxspeed,distance
904,1913753.4,4225221,385925535,,steps,,,1,,0.310848565669714
905,1912781,4221788.5,330138756,,footway,,,,,25.0366261393791
906,1912700.8,4223106,120476851,,path,,,,,1.08923168989388
907,1914061.9,4221333.5,4342185,,tertiary_link,1,,,31,5.34549123740774
908,1914454.4,4222008,299529836,,path,1,,,,3.02749291814619
909,1912558.5,4222625.5,199258718,Anatole France,platform,,,,,23.9983338883912
910,1915579.6,4223458,5491961,Rue Dupleix,residential,,,,31,5.6874177308534
911,1914652.5,4221567,151356501,,service,1,,,,8.63349644761334
912,1914612.9,4221574,86408472,,pedestrian,,,,,3.52764536418054
913,1913688.2,4221592.5,5995797,Avenue du Grand Serre,residential,,,,31,3.83180825645336
914,1912491.9,4222534.5,29369372,Rue de la Solidarité,residential,,,,31,20.4972848282924
915,1912820.2,4221732,330138756,,footway,,,,,8.70885245092516
916,1915314.6,4224797,348324995,,footway,,,,,6.29200737233157
917,1915281,4222577.5,170076693,Avenue Malherbe,tertiary,,,,31,8.76748656120864
918,1914674.4,4224606,9506712,,footway,,,,,3.70877612273752
919,1914701,4223426,29977882,Rue Gay-Lussac,residential,1,,,31,7.72553215665573
920,1915317.1,4221902,90128791,,footway,,,,,6.32592718686405
921,1915520.6,4224319,343750916,,path,1,,,,2.13476405605685
922,1915292.5,4225373,324758447,,footway,,,,,2.38761148845404
923,1915544.9,4224565.5,44140437,,path,,,,,4.57174654837911
924,1912949.6,4224860.5,291434970,Palais de Justice,platform,,,,,11.5747380153644
925,1913050.5,4225693,34700546,Rue Durand-Savoyat,secondary,,,,51,7.44614566784123
926,1912523.9,4222197.5,23773611,,motorway_link,1,,,,6.44984244134144
927,1913292.6,4222914,292472115,,cycleway,1,,,,3.05109186221659
928,1913943.1,4223255,9511185,,cycleway,,,,,2.01195387436768
929,1913621.6,4223205.5,70845457,Allée du Parc Georges Pompidou,road,,,,31,5.79155448782355
930,1912847.9,4221923.5,330138756,,footway,,,,,7.79552262791224
931,1914301.4,4223943,34424164,Rue Henri Ding,unclassified,,,,31,8.89596370070366
932,1913186.1,4222214,254694663,Cours de la Libération et du Général de Gaulle,residential,1,,,31,2.20351032075866
933,1915239.5,4225116.5,33512826,,footway,,,,,1.7450581416132
934,1914110.8,4221324.5,4342185,,tertiary_link,1,,,31,5.36391794540492
935,1914210.9,4222235,4221478,Allée des Romantiques,residential,1,,,31,3.15799838201268
936,1912663.8,4221902.5,330138755,,footway,,,,,28.3164139489696
937,1913206.2,4223622.5,324871932,Boulevard Joseph Vallier,path,1,,,,8.78914239325626
938,1913694.5,4224754.5,278505243,Cours Jean Jaurès,primary,1,,,31,2.25937065495644
939,1912936.9,4225375.5,358506023,,footway,,,,,1.47770992094198
940,1912639.5,4221754.5,330138755,,footway,,,,,44.2775069539669
941,1914285.9,4224323,296891610,,service,,,,,4.17193465951502
942,1912680.2,4221887,95452474,,footway,,,,,34.5138381039995
943,1914218.1,4222114,4221480,Allée des Romantiques,residential,1,,,31,2.0603253507321
944,1913239.1,4224125,155210926,Rue Alphonse Terray,residential,,,,31,6.88505895207243
945,1914072.2,4221760,177593622,,service,1,,,,7.3785417615309
946,1914597.9,4222009.5,82453515,Rue des Peupliers,unclassified,,,,31,3.13752558437899
947,1914226.8,4221979,4221571,Allée des Romantiques,residential,1,,,31,2.12351122989662
948,1913885.1,4223402.5,4014387,Rue Léo Lagrange,tertiary,,,,31,35.3065347103324
949,1915290.1,4225046.5,323273335,Rue du Souvenir,unclassified,,,,31,10.1951522703561
950,1912915.9,4223572,4322323,Boulevard Joseph Vallier,primary,1,,,51,4.52141827927957
951,1912976.9,4225125,86841478,,track,,,,,11.4952463401473
952,1912548.9,4223658.5,72187492,,service,1,,,,8.75574059054536
953,1915072.9,4224668,85388363,,footway,,,,,1.75822774897832
954,1913234.6,4223012,52089787,,service,1,,,,7.32736574131739
955,1914587.4,4224171,44059825,,service,,,,,4.92077251739376
956,1912591.5,4222282.5,291434971,,path,1,,,,1.61204185131622
957,1915214.9,4222602.5,50253298,,footway,,,,,7.73680961688349
958,1914425.1,4221346,177593626,,pedestrian,,,,,4.14908142257884
959,1914228.2,4221311,5466806,,service,1,,,,6.53973864217892
960,1915327.5,4224663.5,322550013,,path,,,,,10.5079696577337
961,1914405.1,4224042.5,296891608,,footway,,,,,0.584974010564636
962,1914685.5,4221658,169391254,,footway,,,,,19.5979738021413
963,1912979.6,4225252,86841462,,cycleway,1,,,,13.9746412764087
964,1914647.2,4224022,245301069,Boulevard des Diables Bleus,tertiary,1,,,31,6.07897602900827
965,1914578.9,4222216.5,39610992,Rue des Colibris,residential,,,,31,5.57931754334329
966,1912530,4222093,330138753,,footway,,,,,59.1698516882171
967,1915630.8,4225405,207845217,,footway,,,,,1.38778410604048
968,1912936.1,4222989.5,52090005,,cycleway,1,,,,1.4997381895166
969,1914730.4,4222862.5,379886828,,cycleway,1,,,,5.96012933192456
970,1913486.1,4225626.5,46171497,Boulevard de l'Esplanade,unclassified,,,,31,3.12140234888497
971,1915091.5,4222529,50253236,,footway,,,,,3.74391252784688
972,1913696.5,4221620,5995797,Avenue du Grand Serre,residential,,,,31,27.6039019075761
973,1914700.1,4221697,169225692,Galerie de l'Arlequin,pedestrian,,,,,12.436306038166
974,1913002.9,4223027,183763571,,cycleway,,,,,7.59884525607158
975,1914344,4222545,101586,Rue Alfred de Vigny,residential,,,,31,11.1685479927371
976,1915828.2,4223114.5,345572624,,cycleway,1,,,,4.41225058997542
977,1915251.9,4222838.5,293837405,,footway,,,,,3.41024184849412
978,1912967.9,4223003,183763571,,cycleway,,,,,7.18694561964698
979,1913703.4,4221474,101549,Avenue Paul Verlaine,secondary,1,,,51,14.188547861401
980,1913732.6,4223324,70845453,,footway,,,,,2.88386416935052
981,1914159.6,4221793,177500891,,pedestrian,,,,,7.49994823630927
982,1912457,4222466,324871967,Rue Elsa Triolet,residential,,,,,17.4213019273814
983,1914013.5,4221625,165734445,,pedestrian,,,,,7.12603795698227
984,1914913.6,4224382.5,301074133,Boulevard Jean Pain,primary,1,,,51,5.60542798613013
985,1914824,4222711,50259232,,footway,,,,,3.41111411740344
986,1914973.2,4222812.5,52527932,,footway,,,,,3.38926936397715
987,1913684.9,4223051,26749053,Rue Jean Giono,residential,1,,,31,3.08126409601558
988,1913057.9,4222219,283340790,Rue Corot,unclassified,,,,31,60.2723628425849
989,1914367.8,4224002,82633054,,footway,,,,,2.33796329991013
990,1913188.6,4225209.5,10591689,Rue Émile Gueymard,service,1,,,,4.2003660659606
991,1914521,4223216.5,101580,Rue Docteur Bordier,residential,,,,31,5.65974096710183
992,1915077.2,4221439,158422444,Avenue de Constantine,unclassified,,,,31,8.71378321678552
993,1914894.6,4221878.5,170130016,Chemin des Oliviers,footway,,,,,10.1312798656345
994,1914011.6,4222439.5,188194442,Rue de Stalingrad,secondary,,,,31,9.28215959938313
995,1915281.2,4225354,324758453,,footway,,,,,4.57989216281903
996,1915153.1,4224662.5,85388371,,footway,,,,,1.2024264737612
997,1914074.5,4224467.5,295093284,Cours Lafontaine,tertiary,1,,,31,7.37412316543264
998,1914536.9,4221619.5,178153875,,pedestrian,,,,,20.0670767286378
999,1914429.5,4224072.5,68763133,Allée du Jardin Hoche,footway,,,,,2.7615464363862
1000,1915866.1,4224524,8115798,Rue du Pont Carpin,residential,,,,31,10.0485969516187
1001,1915651.5,4225170.5,207845226,,footway,,,,,2.61497558574745
1002,1914856.1,4222470,50250330,,service,,,,,4.34959871735027
1003,1915686.6,4225308.5,207845226,,footway,,,,,2.99630261499779
1004,1914691.9,4224175.5,172004492,Chavant,platform,,,,,2.18809055743165
1005,1913873.5,4223197,70845453,,footway,,,,,9.52039916153148
1006,1913238,4225078,10591689,Rue Émile Gueymard,service,1,,,,4.14944374244433
1007,1914254.1,4224191.5,7714854,Rue Hoche,residential,,,,31,5.86908465535151
1008,1913570.4,4224272,237187218,Cours Jean Jaurès,path,1,,,,1.96530824430733
1009,1914827.8,4224945,4262551,Rue de l'Alma,residential,1,,,31,13.9124669426699
1010,1915459.4,4224675.5,286867723,,footway,,,,,14.3736367917715
1011,1914972.1,4222834.5,79330182,,footway,,,,,5.73201596982848
1012,1912944.1,4224831,168261112,,footway,,,,,0.627658488041259
1013,1913236.9,4222601.5,228160061,Cours de la Libération et du Général de Gaulle,primary,1,,,51,3.39937494633238
1014,1914481,4221731,292166875,Avenue Marie Reynoard,secondary,1,,,51,3.05043856751108
1015,1916084.6,4223161,4015308,Chemin de la Poterne,unclassified,1,,,,2.7150693580297
1016,1915126.4,4222549,50253239,,footway,,,,,6.16470571968984
1017,1915346,4225357,324758448,,footway,,,,,2.65076358649241
1018,1915331.9,4224686.5,322550013,,path,,,,,9.51162853995019
1019,1913707.4,4223578,97027592,,residential,,,,31,2.92243532830083
1020,1912867.9,4224954.5,300123458,Rue Pierre Semard,tertiary,,,,31,7.72315477616752
1021,1912606.9,4221950.5,330138755,,footway,,,,,27.651151128633
1022,1913673.9,4225188.5,372613147,,footway,,,,,1.12385181093127
1023,1912627,4223246,120475900,,path,,,,,11.4733317050155
1024,1912428.2,4222611,29369376,Rue Albert Thomas,unclassified,,,,31,37.5397873047663
1025,1914718.8,4225876,275303024,Quai des Allobroges,cycleway,1,,,,1.93075220674027
1026,1913959,4221766.5,177593630,,service,,,,,20.8640682615051
1027,1914653.8,4221559.5,151356501,,service,1,,,,9.32743285314396
1028,1915096.4,4225183.5,33512842,,footway,,,,,0.365778477692116
1029,1915596.2,4222929,293837396,Rue Georges de Manteyer,residential,,,,31,3.01285977260718
1030,1915008.1,4224481.5,28709277,,footway,,,,,6.16713055178057
1031,1915059.5,4225140,323273334,Chemin de Ronde,unclassified,,,,31,8.53026409543716
1032,1914859.2,4222301.5,49707406,,footway,,,,,25.6943251782126
1033,1914408.6,4222196.5,4221382,Allée de la Sylphide,residential,,,,31,5.92703796992051
1034,1915177.6,4224947.5,76705556,,footway,,,,,4.72641353939914
1035,1914080,4222821.5,340297276,,service,,,,,8.67014603397626
1036,1912508.8,4222000.5,330138755,,footway,,,,,134.640540241225
1037,1912575.9,4221361.5,40195366,Rue Hilaire de Chardonnet,unclassified,,,,,4.27204488293514
1038,1913683.9,4222456,95546,Rue René Lesage,residential,,,,31,6.49264415617444
1039,1914898.4,4221409,158422444,Avenue de Constantine,unclassified,,,,31,13.1294413501066
1040,1915692.9,4222711,61425611,,footway,,,,,3.98101828108772
1041,1915245.8,4224664.5,223433677,Rue Malakoff,residential,,,,31,22.6060830771385
1042,1914941.6,4223935.5,66756570,Boulevard Colonel Driant,residential,1,,,31,5.82987190643679
1043,1913273.8,4222822,29399721,Cours de la Libération et du Général de Gaulle,residential,1,,,31,3.13611952955097
1044,1912376.8,4222596.5,29369376,Rue Albert Thomas,unclassified,,,,31,13.766493971343
1045,1914938.1,4222669,50176121,,footway,,,,,0.155579849145467
1046,1915262.8,4223111,4222987,,footway,,,,,5.91655600920242
1047,1913559.9,4223102,96756383,,footway,,,,,2.73098389067711
1048,1912687.8,4221680.5,330138756,,footway,,,,,25.8903702810412
1049,1914644.1,4223574,299529835,,path,1,,,,3.97315131508035
1050,1912396.6,4222631,29369376,Rue Albert Thomas,unclassified,,,,31,5.81261332866778
1051,1914572.9,4223989,208894053,Boulevard Maréchal Joffre,path,1,,,,2.00985852096259
1052,1914427.6,4224246,316978499,Rue du 4e Régiment du Génie,pedestrian,,,,,2.16552776070998
1053,1913033.9,4221230.5,228539262,Carrefour du Rondeau,primary_link,1,,,,33.0243725682909
1054,1914779.1,4222357,38481090,Rue de l'Arlequin,residential,,,,31,13.3405396066277
1055,1914445.8,4221517,116041604,,pedestrian,,,,,2.86132889011445
1056,1915614.5,4224622.5,286867716,,footway,,,,,2.43817950345623
1057,1912883,4223578.5,5990509,Boulevard Joseph Vallier,primary,1,,,51,5.35251925110746
1058,1913198,4225073.5,255996969,Grenoble - Gare Routière,platform,,,,,2.65008704934789
1059,1914059.9,4221779,177593622,,service,1,,,,3.70389257885172
1060,1912767.9,4224962.5,86841462,,cycleway,1,,,,3.80534877160698
1061,1913240,4223019.5,52089039,,footway,,,,,4.00449155314221
1062,1913641.9,4223210,286823049,,footway,,,,,0.853105187862236
1063,1914900.1,4221439,158422444,Avenue de Constantine,unclassified,,,,31,16.6448781354676
1064,1915260.1,4222818,293837405,,footway,,,,,2.48248947109548
1065,1915077.9,4222163,53563556,,footway,,,,,2.7728586928649
1066,1915633.5,4222569.5,9752525,Rue René Fernandat,unclassified,,,,31,27.4809710744225
1067,1912440.9,4222407,29369368,,service,1,,,,5.17352591622365
1068,1912428.2,4223508,110390261,,motorway_link,1,,,,10.8884215845186
1069,1913323.5,4222366,81244582,Impasse 123 Libération,residential,,,,31,29.3119887642509
1070,1915751.9,4223502,411184795,,pedestrian,,,,,5.72245286834027
1071,1914447,4224009,82633043,,footway,,,,,9.61578521576988
1072,1914229,4221948.5,4221571,Allée des Romantiques,residential,1,,,31,2.69350433322353
1073,1915532.5,4223316.5,105905299,,footway,,,,,2.59671300268512
1074,1914569.5,4225029.5,64147411,Place Notre-Dame,pedestrian,,,,,0.752849105250013
1075,1915310.1,4224801.5,348324995,,footway,,,,,3.86755697980389
1076,1915110.5,4224994,223298223,,footway,,,,,10.3545865418177
1077,1914543.8,4223293,101580,Rue Docteur Bordier,residential,,,,31,6.09028257526237
1078,1913350.4,4224789.5,171508585,Place de la Gare,residential,1,,,31,5.15010754124119
1079,1913029.2,4225771.5,5107300,Rue Ernest Hareux,unclassified,1,,,31,11.0188984512096
1080,1915613.2,4225261.5,207845228,,footway,,,,,2.40485186258618
1081,1912417.5,4222520,29369372,Rue de la Solidarité,residential,,,,31,5.91596529047782
1082,1913114.9,4222076,41782820,,path,1,,,,7.86513513208571
1083,1914832.1,4223936,4796857,Avenue Jean Perrot,secondary,1,,,51,10.661648886578
1084,1915471.5,4222791,293837396,Rue Georges de Manteyer,residential,,,,31,13.5968369611155
1085,1915299.9,4222919,23701054,,path,1,,,,8.40741075200185
1086,1914784,4224896.5,203443199,,residential,,,,31,23.0493355160703
1087,1913890.6,4223162.5,70845456,,footway,,,,,6.98303509933876
1088,1914230,4222099.5,364111392,Allée des Romantiques,footway,,,,,3.07605736750963
1089,1914793.5,4224932.5,203443200,,residential,,,,31,9.16929266947928
1090,1913941.6,4224558,295019302,Boulevard Gambetta,secondary,1,,,31,6.71245714176175
1091,1914880.5,4222392,79367745,Rue Pascal,residential,1,,,31,27.7761024612677
1092,1913362.9,4225447.5,384902530,,trunk,1,,,51,10.5318725592435
1093,1913121.4,4222180.5,93943676,,service,,,,,23.7991984759887
1094,1914258,4221301,292166869,Avenue Edmond Esmonin,secondary,1,,,51,9.94829889016465
1095,1914393.8,4224087.5,82633071,,footway,,,,,5.09690191950887
1096,1913922.2,4221874,5995819,Rue des Maquis de l'Oisans,residential,,,,31,5.00240299960124
1097,1913152.5,4222186.5,254694662,Cours de la Libération et du Général de Gaulle,primary,1,,,51,2.88553516084707
1098,1914872.6,4221811,158367170,,pedestrian,,,,,18.6706256577753
1099,1914206.8,4222166.5,4221480,Allée des Romantiques,residential,1,,,31,5.1368719943438
1100,1915010.6,4224636,242224264,,service,,,,,0.855801494730552
1101,1915775.5,4222862.5,60400481,,cycleway,1,,,,1.73727845881384
1102,1915177,4225497.5,4087065,Rue Blanche Monier,residential,1,,,51,1.19070442748585
1103,1914165.2,4221889,177593628,,cycleway,1,,,,2.23882117070755
1104,1914254.4,4221894.5,177593628,,cycleway,1,,,,2.04690891755835
1105,1914788.8,4222861.5,348767649,,cycleway,1,,,,6.75468750114316
1106,1914651.9,4222114,299529790,Avenue La Bruyère,residential,,,,31,15.8683055368727
1107,1914049,4222875.5,48038069,,footway,,,,,6.62788099895323
1108,1915124,4222601,50253237,,footway,,,,,4.93544610753917
1109,1915476.2,4223284.5,105905306,,footway,,,,,12.6164005747259
1110,1915051.2,4222747,50258570,,footway,,,,,12.672568534556
1111,1913649.4,4222495.5,95433,Rue Marquian,residential,,,,31,11.3366518834201
1112,1915128.1,4222808.5,50258547,,footway,,,,,4.982581116053
1113,1912992.6,4223037,183763571,,cycleway,,,,,3.26631732153305
1114,1913747.4,4222816.5,228160068,Rue des Alliés,secondary,,,,51,4.72320658168813
1115,1914518.1,4221700,299529792,Avenue Marie Reynoard,secondary,1,,,51,26.9301253410465
1116,1914749.2,4222422.5,170076696,,footway,1,,,,6.98306830962448
1117,1912087.4,4226298,45581258,Place de la Résistance,path,,,,,5.09396760571137
1118,1913502.8,4224139.5,5990835,Rue Joseph Rey,tertiary,1,,,31,4.52451733294903
1119,1912680.5,4221775.5,330138755,,footway,,,,,1.61086453618135
1120,1914897.5,4223384,382428600,Rue Kruger,service,,,,51,4.56906008180933
1121,1914738.6,4221636.5,169391254,,footway,,,,,5.06175655080917
1122,1912781,4223581.5,5990509,Boulevard Joseph Vallier,primary,1,,,51,3.56583662022205
1123,1913180.6,4225693.5,145760282,Rue Roger Josserand,residential,,,,31,8.45289488186838
1124,1913438.2,4225465.5,46171497,Boulevard de l'Esplanade,unclassified,,,,31,1.31543439636608
1125,1915582.4,4222872,105895994,,path,,,,,7.88888964022438
1126,1913903.2,4221714,165734444,,service,,,,,15.5866517215764
1127,1914766,4224671,8016175,Rue Hébert,residential,1,,,31,4.8460023365418
1128,1914712.4,4222303,44806713,,residential,1,,,31,2.62534590939281
1129,1915172.6,4223093,4222987,,footway,,,,,5.04976903143298
1130,1915678.6,4222785,4015324,Avenue Paul Cocat,tertiary,,,,31,5.67560002543843
1131,1914125.8,4221790,177500891,,pedestrian,,,,,6.13363124502346
1132,1913289,4224545.5,26746598,,tertiary,1,1,,31,5.91108823685633
1133,1913423.6,4225588,296084173,,track,,,,,26.1861548820418
1134,1915232.6,4223064,4222987,,footway,,,,,6.06670563144494
1135,1915278.8,4224673.5,223433677,Rue Malakoff,residential,,,,31,29.4194554248844
1136,1915638.6,4222529,379740051,Rue Georges Lafourcade,service,,,,31,13.4721653096479
1137,1915634.5,4222339.5,60400481,,cycleway,1,,,,3.32897051706383
1138,1915119.6,4225272,33512842,,footway,,,,,0.310866943998173
1139,1914973.6,4222240,53561291,,footway,,,,,0.353612385647403
1140,1915293.8,4225842.5,360261543,,footway,,,,,0.628510123272175
1141,1914943.1,4222507.5,50176105,,footway,,,,,4.64592911688769
1142,1915817.8,4224498.5,210618400,,path,,,,,24.7908474796992
1143,1916060.9,4223189.5,4015306,,secondary,,,,31,12.7446446707392
1144,1915573.1,4222973.5,293837396,Rue Georges de Manteyer,residential,,,,31,3.45230464536862
1145,1912621.4,4221761.5,330138755,,footway,,,,,55.8790124743686
1146,1915265.9,4221877.5,90128791,,footway,,,,,33.9972575659548
1147,1913668.1,4222562.5,95433,Rue Marquian,residential,,,,31,11.0458144921474
1148,1913233.9,4225487,264169976,,footway,,,,,1.29276811685431
1149,1915343.2,4224734.5,44140437,,path,,,,,7.43176469081839
1150,1914063.6,4224322,295093283,Boulevard Gambetta,secondary,1,,,31,4.51191720957783
1151,1913973.6,4222736,228160068,Rue des Alliés,secondary,,,,51,4.43931142107013
1152,1914141.4,4224311,39986637,Rue Lesdiguières,tertiary,1,,,31,6.89193269971459
1153,1913738.6,4223180,70845457,Allée du Parc Georges Pompidou,road,,,,31,7.94307377659116
1154,1913382.6,4223217.5,228160060,Cours de la Libération et du Général de Gaulle,primary,1,,,51,2.97217617506263
1155,1912482.6,4222287,29369375,Rue Paul Strauss,unclassified,,,,31,14.6179303927451
1156,1914216.2,4222259,4221478,Allée des Romantiques,residential,1,,,31,9.73236487043227
1157,1912934,4225254,171762803,,cycleway,1,,,,6.43880451535825
1158,1914831.5,4222381.5,170076690,Rue Pascal,residential,1,,,31,3.49431471535056
1159,1915732.4,4224586.5,286867716,,footway,,,,,4.06481915765167
1160,1915609,4224551.5,24596887,Boulevard Général Galliéni,residential,,,,31,11.5573480018922
1161,1915513.1,4225133.5,37209326,Chemin Fortuné Ferrini,unclassified,,,,31,38.6634829231193
1162,1915373.6,4221562,158300283,Rue de Cure Bourse,residential,,,,31,5.54621368241598
1163,1914186.5,4222279.5,4221478,Allée des Romantiques,residential,1,,,31,13.2631036860647
1164,1915054.1,4222599,50253281,,footway,,,,,1.93038480542687
1165,1914127.8,4224685,233369186,Rue du Père Marion,footway,,,,,2.24604395330686
1166,1914814.1,4222303.5,53563436,,footway,,,,,6.08424533928524
1167,1915448.1,4223063.5,105900386,Rue du 140e Régiment d'Infanterie Alpine,residential,1,,,31,3.63582803858009
1168,1915639.9,4223081.5,105900359,,path,,,,,13.5982593211932
1169,1912907.9,4222708,29399725,,service,,,,,8.8948672218713
1170,1914442.1,4223638.5,398205979,,service,1,,,,5.08256605705638
1171,1915461.1,4224688,385455367,,path,1,,,,18.6035984419666
1172,1914759.9,4222201,53563407,,service,1,,,,8.81771037056591
1173,1915499.1,4222946.5,380408692,,footway,,,,,7.77302484077219
1174,1913672.4,4225179,203387750,Sentier de la Mémoire et de la Paix,footway,,,,,1.791817290776
1175,1915644.2,4223202,194092539,,cycleway,1,,,,0.535632387980321
1176,1912941.4,4224848,168261112,,footway,,,,,5.23966192958793
1177,1912404.5,4222135,4014316,,motorway_link,1,,,,24.0412263184875
1178,1912885.5,4222728,297096887,Rue Anatole France,tertiary,1,,,31,4.83588578118853
1179,1913906.5,4221615,165734447,,service,,,,,7.49051765979319
1180,1912595.4,4221470.5,40195366,Rue Hilaire de Chardonnet,unclassified,,,,,5.32311118294206
1181,1914690,4224233,196543667,Boulevard Jean Pain,service,1,,,51,3.2960990723712
1182,1913948.6,4221728,177593630,,service,,,,,58.6208421415127
1183,1913294.9,4223026.5,52089040,,footway,,,,,5.53414188633666
1184,1915276.8,4225719,8016125,Rue de Mortillet,residential,1,,,,24.8704820843548
1185,1914808.8,4220644,160372794,,footway,,,,,22.8336150417547
1186,1914029.5,4221850,139719524,,service,,,,,16.1982271304242
1187,1914144.8,4221404.5,102689819,,service,,,,,4.22314964503704
1188,1915625.4,4225106.5,207845226,,footway,,,,,4.19986413261896
1189,1912680.6,4222887.5,29417311,Rue des Eaux Claires,tertiary,,,,31,5.94115690988327
1190,1914903.5,4222496.5,50253232,,footway,,,,,15.1837517064965
1191,1915002.8,4222692,50253280,,service,,,,,8.19995831674824
1192,1913392.8,4224439,7648248,,tertiary,1,,,31,2.99629671495254
1193,1913697.1,4225217,372613153,,footway,,,,,0.739181957271495
1194,1913244.9,4223620,324871932,Boulevard Joseph Vallier,path,1,,,,3.71130610036412
1195,1915556.4,4222863,293837396,Rue Georges de Manteyer,residential,,,,31,14.0547844756026
1196,1912577.4,4222117.5,134763728,,service,,,,,19.9878670237329
1197,1912855,4221920,179324486,Rue Commandant Nal,residential,,,,31,14.7966107557651
1198,1915471.8,4222672,4015324,Avenue Paul Cocat,tertiary,,,,31,4.45465107771648
1199,1912715.8,4221971,330138750,,footway,,,,,20.5682787420048
1200,1915345.2,4222407.5,41406457,Avenue Nicolas Boileau,residential,,,,31,3.69715418532737
1201,1915669.2,4224510.5,85816271,,path,1,,,,10.163585128391
1202,1915068.6,4225147,33512842,,footway,,,,,17.2450853295477
1203,1912669.5,4221758,330138755,,footway,,,,,16.8532535233625
1204,1913155.4,4222734,107120140,Allée de l'École Vaucanson,pedestrian,,,,,18.9188590568462
1205,1913775.5,4223656.5,245301067,Boulevard Maréchal Foch,primary,1,,,51,4.47580883957597
1206,1914612,4222264.5,39610994,Rue des Colibris,residential,,,,31,4.97025633423906
1207,1912832.9,4222862,5990522,Rue du Docteur Schweitzer,tertiary,,,,31,14.8238499027441
1208,1915624,4222620,61425617,,footway,,,,,2.02697558226173
1209,1912680.8,4221908.5,330138750,,footway,,,,,32.6505877418041
1210,1914100.5,4221627,86408465,Rue Aimé Pupin,tertiary,1,,,31,13.3580384759781
1211,1915598.5,4223540,105726667,,path,,,,,4.17609666562385
1212,1912702,4222052.5,4014325,Rue Albert Reynier,secondary,1,,,51,21.3725621690546
1213,1915433.1,4222554.5,9752520,Avenue Teisseire,tertiary,,,,31,12.466894175908
1214,1915984.8,4223548.5,4377344,Avenue du Grand Châtelet,residential,,,,31,44.8277836204778
1215,1913623.1,4224789,39513638,Avenue Félix Viallet,tertiary,,,,31,7.1848757035757
1216,1912425.8,4222359.5,29369368,,service,1,,,,9.4372119193159
1217,1915743.8,4224593,264671213,,path,1,,,,4.09402054878184
1218,1913644.9,4221580.5,94159776,Rue de L'Obiou,residential,,,,31,19.6372108766039
1219,1912968.1,4223655.5,30819888,Rue Léon Drivier,residential,1,,,31,5.52371517598627
1220,1914739.1,4222173,168276601,,cycleway,1,,,,5.58509840031839
1221,1915007.2,4225267.5,216252344,,cycleway,1,,,,0.144464910836267
1222,1913423.2,4224739.5,39513638,Avenue Félix Viallet,tertiary,,,,31,6.78575469611625
1223,1913832.1,4223281,232576907,,footway,,,,,1.68066213070688
1224,1912928.5,4224971.5,167992017,,track,,,,,3.25353746910181
1225,1915523.8,4222885.5,380408692,,footway,,,,,8.71478237575671
1226,1913189.5,4223112,52089502,,footway,,,,,18.7752197759779
1227,1914795.9,4225157,286223224,,footway,,,,,7.82091483036381
1228,1912607.5,4223222,291434986,,cycleway,1,,,,13.403652937233
1229,1914907.1,4222680,49643182,,service,1,,,,8.49773387877263
1230,1913777.4,4223296.5,232576907,,footway,,,,,7.59458898194889
1231,1913218.5,4222548.5,29399722,Cours de la Libération et du Général de Gaulle,residential,1,,,31,3.76954118895934
1232,1915281.6,4225010,323273335,Rue du Souvenir,unclassified,,,,31,47.6673198748472
1233,1914741.9,4222471.5,170076696,,footway,1,,,,3.76409841122631
1234,1913772,4223114.5,48038066,Rue Henriette Deloras,living_street,1,,,31,16.5251399299494
1235,1915559.8,4225186,207845219,,footway,,,,,3.25934662305594
1236,1915244.1,4223056,4222987,,footway,,,,,6.55387322783941
1237,1913130.1,4222795,385182515,,footway,,,,,1.45505309853084
1238,1915463,4224699.5,385455367,,path,1,,,,9.08890520247034
1239,1914481.9,4224107,296891605,Allée des Combattants d'Afrique du Nord,footway,,,,,2.53157447365065
1240,1914465.2,4224065.5,82633079,,footway,,,,,15.4452152681311
1241,1913363.2,4222430.5,172258925,,residential,,,,31,8.05603584432212
1242,1912608.5,4223239.5,120475900,,path,,,,,4.76269044945738
1243,1912833.9,4221950,95451788,,footway,,,,,9.339275698055
1244,1916022.2,4223363.5,4230586,,service,,,,,38.10616345091
1245,1914100,4221967.5,4221380,Rue de Stalingrad,tertiary,,,,31,4.75883465629236
1246,1914606.2,4223308,5530909,Rue Marcel Peretto,residential,,,,31,8.47348777016865
1247,1914772.8,4224260,52567122,,footway,,,,,4.73473520062483
1248,1912924.6,4224744,35164823,Rue du Capitaine Veyron Lacroix,unclassified,,,,31,8.52641639727346
1249,1916082.8,4223217.5,59510086,,cycleway,,,1,,2.82466620526722
1250,1914678,4223014.5,299529836,,path,1,,,,1.97118562393727
1251,1913954.1,4224454.5,44055842,Cours Berriat,tertiary,,,,31,8.89875054453798
1252,1912787.2,4222005.5,4014325,Rue Albert Reynier,secondary,1,,,51,12.8011892301956
1253,1915331.2,4223565,343187711,Rue de la Bajatière,residential,,,,31,3.95172659847148
1254,1913012.4,4225240,86841462,,cycleway,1,,,,47.7903001688071
1255,1915655,4225330.5,207845224,,footway,,,,,1.88008456994873
1256,1914922.6,4224747,281394070,Rue Hébert,residential,1,,,31,6.14649250765997
1257,1913378.5,4224981,10595020,Rue de l'Isère,residential,1,,,31,20.0733929482126
1258,1915611.4,4223582.5,105726667,,path,,,,,12.216870633752
1259,1912963.5,4225018.5,264497948,,footway,,,,,2.05956177111432
