id,coord_x,coord_y,join_osm_id,join_name,join_type,join_population,distance
1,1915370.6,4222837,1822915467,Helbronner,neighbourhood,,784.168205287028
2,1913250.5,4222531,3768518877,Mistral - Bachelard,suburb,,652.978077234893
3,1913087,4223524.5,919369579,L'Aigle,neighbourhood,,631.986461340733
4,1914186.8,4224275,443945403,Championnet,neighbourhood,,288.706795106931
5,1912974.9,4225210,3363841337,Arago,neighbourhood,,258.063152435406
6,1912600.4,4222098.5,3768518877,Mistral - Bachelard,suburb,,132.941316673174
7,1914849.6,4222164.5,1822915468,La Bruyère,neighbourhood,,58.771404952483
8,1914402.6,4224091.5,443945403,Championnet,neighbourhood,,506.490206294205
9,1915052.5,4224643.5,3883913692,Mutualité,neighbourhood,,148.874723800849
10,1915322.2,4224680,3883913692,Mutualité,neighbourhood,,317.363688760964
11,1913048.1,4222115,2140400356,Rondeau,neighbourhood,,236.166447220827
12,1914626.2,4223904.5,3883913693,Préfecture,neighbourhood,,659.477217835273
13,1914914.6,4222701,1822915468,La Bruyère,neighbourhood,,481.659276965541
14,1913274,4223605.5,919369579,L'Aigle,neighbourhood,,438.710695588119
15,1912687.9,4222887.5,3391272616,Les Îles-Sud,neighbourhood,,603.05428031083
16,1913312,4223589,919369579,L'Aigle,neighbourhood,,425.773485745619
17,1914993.6,4222813,1822915468,La Bruyère,neighbourhood,,605.745215615842
18,1914017.1,4222361,3840890815,Clos d'Or,neighbourhood,,198.651224623324
19,1914384.8,4223660,26686589,Grenoble,city,155637,612.440380728758
20,1913628.9,4222635.5,3840890815,Clos d'Or,neighbourhood,,592.639384759169
21,1915539.4,4224585,550137565,Pont Carpin,quarter,,367.524029467157
22,1912829.6,4221453.5,2140400356,Rondeau,neighbourhood,,495.786463121754
23,1914904.8,4222666.5,1822915468,La Bruyère,neighbourhood,,446.277025538623
24,1914819.9,4223842.5,3883913693,Préfecture,neighbourhood,,717.502526368979
25,1914295.4,4224064.5,443945403,Championnet,neighbourhood,,410.572787071087
26,1914295,4223282.5,26686589,Grenoble,city,155637,761.189293708526
27,1913808.2,4223133.5,26686589,Grenoble,city,155637,734.710023859917
28,1915031.6,4224841,3883913692,Mutualité,neighbourhood,,51.8046692397093
29,1913321.4,4224510.5,2126097950,L'Estacade,neighbourhood,,338.245621098063
30,1915342.6,4225711,699050814,La Pièce Longue,locality,,327.298879413178
31,1915907.1,4223808.5,3837354216,Châtelet,Voisinage,,344.736374919509
32,1914093.6,4221349.5,663102355,Surieux,locality,,480.200114729735
33,1913003.9,4223022.5,3391272616,Les Îles-Sud,neighbourhood,,913.626933146176
34,1912626.5,4222020,3768518877,Mistral - Bachelard,suburb,,157.467134406463
35,1914710.9,4221660.5,1822915465,Arlequin,neighbourhood,,242.976027072294
36,1915106.1,4224950.5,3883913692,Mutualité,neighbourhood,,180.367300184773
37,1913007.5,4223050,3391272616,Les Îles-Sud,neighbourhood,,919.014652400725
38,1912627.6,4221726.5,3768518877,Mistral - Bachelard,suburb,,427.034108793495
39,1914856.9,4220763.5,663459441,Les Granges,locality,,403.284329816834
40,1912694.5,4222887,3391272616,Les Îles-Sud,neighbourhood,,609.656058155836
41,1915194,4222790,1822915468,La Bruyère,neighbourhood,,659.541131928777
42,1915132.8,4222080,1822915467,Helbronner,neighbourhood,,191.396960567238
43,1912778.9,4222138.5,3768518877,Mistral - Bachelard,suburb,,53.0093189851065
44,1913695.1,4223040,3840890815,Clos d'Or,neighbourhood,,769.2778735241
45,1915239.5,4222561.5,1822915468,La Bruyère,neighbourhood,,510.541602682586
46,1912496.5,4224218,1841690043,Bouchayer-Viallet,neighbourhood,,163.036183158365
47,1912598.1,4223042,3391272616,Les Îles-Sud,neighbourhood,,510.891262643936
48,1915932.8,4223819.5,3837354216,Châtelet,Voisinage,,347.113549310961
49,1912607.5,4221691.5,3768518877,Mistral - Bachelard,suburb,,465.865869827553
50,1915003.9,4224632.5,3883913692,Mutualité,neighbourhood,,158.529184259781
51,1912628,4221910,3768518877,Mistral - Bachelard,suburb,,251.88985804064
52,1914878.8,4222274,1822915468,La Bruyère,neighbourhood,,55.499207312528
53,1914989.5,4222409.5,1822915468,La Bruyère,neighbourhood,,228.679286065653
54,1914968.2,4222479.5,1822915468,La Bruyère,neighbourhood,,279.596533492438
55,1913341.5,4224210,2126097950,L'Estacade,neighbourhood,,129.413547353707
56,1914742.9,4225237.5,919367053,Notre-Dame,neighbourhood,,274.851568399766
57,1912522.9,4223685.5,3391349417,Les Îles,neighbourhood,,488.814778254648
58,1914650.4,4223477,26686589,Grenoble,city,155637,928.046993090333
59,1913524.5,4225157,3363841337,Arago,neighbourhood,,420.555953580495
60,1915557.1,4223183.5,3837354216,Châtelet,Voisinage,,559.945016970944
61,1914804.5,4225363,919367053,Notre-Dame,neighbourhood,,412.220063391254
62,1915682.8,4223114,3837354216,Châtelet,Voisinage,,507.642796540056
63,1912532,4223589.5,3391349417,Les Îles,neighbourhood,,493.865395566636
64,1913683.2,4224699,2126097950,L'Estacade,neighbourhood,,535.787316175963
65,1912427.5,4222673,3391272616,Les Îles-Sud,neighbourhood,,452.767086344417
66,1915138.9,4221454,1051603116,Les Géants,neighbourhood,,158.858616416909
67,1914313.5,4222052,3840890815,Clos d'Or,neighbourhood,,419.220979086439
68,1913124.1,4221907.5,2140400356,Rondeau,neighbourhood,,50.927038650681
69,1912585.9,4221370.5,2140400356,Rondeau,neighbourhood,,710.901327164483
70,1912436.4,4222158,3768518877,Mistral - Bachelard,suburb,,290.048453900914
71,1915279.4,4223101.5,3837354216,Châtelet,Voisinage,,841.861666717109
72,1915516.8,4222360,1822915467,Helbronner,neighbourhood,,362.232118081233
73,1912995.9,4223212.5,919369579,L'Aigle,neighbourhood,,917.341219625819
74,1913646.6,4223009,3840890815,Clos d'Or,neighbourhood,,779.118355066158
75,1913459.8,4223727.5,919369579,L'Aigle,neighbourhood,,226.787964019756
76,1912976,4225832.5,3363864096,Jean Macé,neighbourhood,,125.243818287475
77,1914569.5,4222108,1822915468,La Bruyère,neighbourhood,,310.054692568009
78,1915546.4,4224995.5,3845606659,Les Sablons,locality,,401.133850518172
79,1914499,4221732.5,1822915465,Arlequin,neighbourhood,,368.688339028421
80,1913996.1,4221963.5,3840890815,Clos d'Or,neighbourhood,,528.044156877747
81,1914941,4222444,1822915468,La Bruyère,neighbourhood,,236.482964588303
82,1913059.2,4225714,3363864096,Jean Macé,neighbourhood,,101.879832296174
83,1914421.4,4223824,26686589,Grenoble,city,155637,614.155014741497
84,1912489.9,4222689,3391272616,Les Îles-Sud,neighbourhood,,491.303725149478
85,1915564.2,4222279,1822915467,Helbronner,neighbourhood,,330.032002265496
86,1914693.9,4225193.5,919367053,Notre-Dame,neighbourhood,,210.010783086677
87,1912087,4226322.5,919361060,Polygone Scientifique,suburb,,310.619485651849
88,1912994.5,4225530.5,2683438658,Le Clos des Fleurs,neighbourhood,,164.603336886508
89,1915265.4,4222820,1822915468,La Bruyère,neighbourhood,,723.238674989547
90,1915527,4222802.5,1822915467,Helbronner,neighbourhood,,775.642965268323
91,1912061.2,4226357.5,919361060,Polygone Scientifique,suburb,,348.783939822365
92,1914218.2,4222207.5,3840890815,Clos d'Or,neighbourhood,,247.297346731587
93,1914843.9,4222334,1822915468,La Bruyère,neighbourhood,,112.101899480279
94,1912768.4,4222131.5,3768518877,Mistral - Bachelard,suburb,,43.6817211781658
95,1915496.6,4222684.5,1822915467,Helbronner,neighbourhood,,653.805577033331
96,1912831.9,4221872.5,2140400356,Rondeau,neighbourhood,,248.812623052316
97,1915153.9,4225734.5,699050814,La Pièce Longue,locality,,496.970816432526
98,1913271.6,4223596.5,919369579,L'Aigle,neighbourhood,,446.854761199908
99,1912821,4224997,3363841337,Arago,neighbourhood,,517.636684938541
100,1915010.4,4222514.5,1822915468,La Bruyère,neighbourhood,,329.382802182159
101,1914004,4221964,3840890815,Clos d'Or,neighbourhood,,524.684507155343
102,1914085.2,4223010.5,3840890815,Clos d'Or,neighbourhood,,567.317080446795
103,1914718.2,4225375.5,919367053,Notre-Dame,neighbourhood,,381.201948686273
104,1913958.2,4224593,443945403,Championnet,neighbourhood,,395.92289271474
105,1913745.6,4225219.5,3363841337,Arago,neighbourhood,,599.29734299573
106,1912699.6,4223197,3391272616,Les Îles-Sud,neighbourhood,,646.932750034209
107,1915017.9,4225600.5,699050814,La Pièce Longue,locality,,582.052977138846
108,1914522.2,4223970.5,3883913693,Préfecture,neighbourhood,,621.962438840427
109,1912726.8,4221733.5,2140400356,Rondeau,neighbourhood,,383.311996281347
110,1912370.2,4222187,3768518877,Mistral - Bachelard,suburb,,358.638315691253
111,1914162,4224742,919367053,Notre-Dame,neighbourhood,,495.476718092103
112,1915551.2,4222832.5,3837354216,Châtelet,Voisinage,,809.05015230304
113,1913760.8,4223632.5,26686589,Grenoble,city,155637,240.555106905158
114,1915024.1,4225067.5,3883913692,Mutualité,neighbourhood,,277.801780511305
115,1912471.9,4223747.5,3391349417,Les Îles,neighbourhood,,452.223726070702
116,1915480.1,4222686,1822915467,Helbronner,neighbourhood,,651.060941120497
117,1914886.8,4223884.5,3883913693,Préfecture,neighbourhood,,687.439492010692
118,1914821.6,4222271.5,1822915468,La Bruyère,neighbourhood,,60.5843262091329
119,1915353.2,4224671,3883913692,Mutualité,neighbourhood,,349.571165971535
120,1914940.5,4224399,3883913693,Préfecture,neighbourhood,,258.035415853954
121,1912936.4,4225004.5,3363841337,Arago,neighbourhood,,442.023322039265
122,1914328.5,4224007.5,443945403,Championnet,neighbourhood,,462.649179433644
123,1914181.8,4221773.5,1822915465,Arlequin,neighbourhood,,667.754301124148
124,1914963.5,4223312,3837354216,Châtelet,Voisinage,,1079.01248732604
125,1914460.1,4223968.5,443945403,Championnet,neighbourhood,,598.84467007791
126,1912497,4222617.5,3768518877,Mistral - Bachelard,suburb,,527.737632625086
127,1913893.9,4224649.5,443945403,Championnet,neighbourhood,,449.437513996161
128,1912514.9,4223537,3391349417,Les Îles,neighbourhood,,482.679419808688
129,1915366.1,4225727,699050814,La Pièce Longue,locality,,321.085058607872
130,1913341.2,4223503.5,919369579,L'Aigle,neighbourhood,,479.932823458751
131,1913333.1,4223470.5,919369579,L'Aigle,neighbourhood,,512.67055938527
132,1912774,4221991.5,3768518877,Mistral - Bachelard,suburb,,158.004849396509
133,1913925,4221682,663102355,Surieux,locality,,791.080891604641
134,1916041.2,4222649,3799303667,Paul Bert,suburb,,570.507784332901
135,1914722.4,4224228.5,3883913693,Préfecture,neighbourhood,,326.693123792801
136,1913299.1,4223446.5,919369579,L'Aigle,neighbourhood,,550.387060587804
137,1913238.2,4225047,3363841337,Arago,neighbourhood,,340.964776763179
138,1915652,4224251,548960889,Croix Rouge,suburb,,270.3244787802
139,1913420.9,4225308,3363841337,Arago,neighbourhood,,262.767948324452
140,1913679.5,4223231,26686589,Grenoble,city,155637,650.203543298282
141,1914210.4,4224277,443945403,Championnet,neighbourhood,,312.048290365542
142,1915800.5,4224591.5,550137565,Pont Carpin,quarter,,142.124878608904
143,1915251.8,4222854.5,1822915468,La Bruyère,neighbourhood,,744.692736888879
144,1915072.9,4224669,3883913692,Mutualité,neighbourhood,,130.078952520175
145,1912494.9,4225960.5,3363866164,Martyrs,neighbourhood,,347.94281545749
146,1914563.8,4221803.5,1822915465,Arlequin,neighbourhood,,286.078843479154
147,1914183.6,4223080.5,3840890815,Clos d'Or,neighbourhood,,627.069086203011
148,1915010.8,4222923,1822915468,La Bruyère,neighbourhood,,716.841944919383
149,1914936,4223682.5,3883913693,Préfecture,neighbourhood,,895.32404704739
150,1913442.1,4224305,2126097950,L'Estacade,neighbourhood,,102.065090895141
151,1913637.9,4223239.5,26686589,Grenoble,city,155637,651.533449324168
152,1914293.6,4221780,1822915465,Arlequin,neighbourhood,,556.176154044859
153,1915055,4222365.5,1822915468,La Bruyère,neighbourhood,,243.661294629325
154,1915193.2,4222833,1822915468,La Bruyère,neighbourhood,,696.484663779276
155,1912546.8,4223733.5,3391349417,Les Îles,neighbourhood,,521.078073092142
156,1914226.9,4222076.5,3840890815,Clos d'Or,neighbourhood,,378.529840009919
157,1914900.1,4225362,919367053,Notre-Dame,neighbourhood,,472.696836537941
158,1915002.5,4221054,1822915466,Constantine,neighbourhood,,446.181919915564
159,1913851.6,4222779.5,3840890815,Clos d'Or,neighbourhood,,471.977335166219
160,1914195.9,4222183,3840890815,Clos d'Or,neighbourhood,,270.516521298947
161,1914150,4222606,3840890815,Clos d'Or,neighbourhood,,158.419687424168
162,1914839.1,4222238.5,1822915468,La Bruyère,neighbourhood,,24.2671510523214
163,1915122,4225283.5,3883913692,Mutualité,neighbourhood,,503.354917489498
164,1914027.6,4222859.5,3840890815,Clos d'Or,neighbourhood,,438.3612469911
165,1913114.8,4225598.5,2683438658,Le Clos des Fleurs,neighbourhood,,29.2635187609382
166,1914501.9,4221855.5,1822915465,Arlequin,neighbourhood,,341.57768142225
167,1915193.9,4225001.5,3883913692,Mutualité,neighbourhood,,271.27628599961
168,1915135.2,4221328.5,1822915466,Constantine,neighbourhood,,278.055058739807
169,1914127.8,4222618,3840890815,Clos d'Or,neighbourhood,,176.913693728141
170,1914962.1,4221423.5,1822915466,Constantine,neighbourhood,,85.2870120627655
171,1913072,4225005,3363841337,Arago,neighbourhood,,387.91372469413
172,1912794.9,4221757,2140400356,Rondeau,neighbourhood,,311.446830812467
173,1912396.9,4222387,3768518877,Mistral - Bachelard,suburb,,410.265748807822
174,1915280.6,4221986.5,1822915467,Helbronner,neighbourhood,,79.6928739731019
175,1914397.8,4221447,1822915466,Constantine,neighbourhood,,513.089474076748
176,1913129.9,4225538.5,2683438658,Le Clos des Fleurs,neighbourhood,,62.3869274167898
177,1915108.9,4222838,1822915468,La Bruyère,neighbourhood,,664.630578372046
178,1915092.5,4221059.5,1822915466,Constantine,neighbourhood,,468.218494037839
179,1913573.4,4223085.5,26686589,Grenoble,city,155637,817.352875813632
180,1914600.6,4221916.5,1822915465,Arlequin,neighbourhood,,248.338791569685
181,1912704.1,4224921.5,1841690043,Bouchayer-Viallet,neighbourhood,,576.223234545594
182,1912447.1,4222474,3768518877,Mistral - Bachelard,suburb,,433.575200416536
183,1914759.8,4222041.5,1822915465,Arlequin,neighbourhood,,196.015626074771
184,1913113.9,4222957,3768518877,Mistral - Bachelard,suburb,,902.562248148987
185,1914618.5,4221494.5,1822915466,Constantine,neighbourhood,,290.590683991103
186,1914958.2,4222623.5,1822915468,La Bruyère,neighbourhood,,413.214708573564
187,1914616.5,4225351.5,919367053,Notre-Dame,neighbourhood,,330.188184389758
188,1915309.6,4224799.5,3883913692,Mutualité,neighbourhood,,285.370286079649
189,1914080.6,4222027,3840890815,Clos d'Or,neighbourhood,,441.037111832133
190,1915645.5,4223004,3837354216,Châtelet,Voisinage,,615.447371162
191,1914355.1,4224194,443945403,Championnet,neighbourhood,,447.21462556807
192,1915228.6,4222793,1822915468,La Bruyère,neighbourhood,,680.357910575083
193,1912772.8,4221802,2140400356,Rondeau,neighbourhood,,317.761103585391
194,1914804.5,4222353,1822915468,La Bruyère,neighbourhood,,140.654537012077
195,1912796.5,4221908,3768518877,Mistral - Bachelard,suburb,,244.425583475457
196,1913543.9,4223048,26686589,Grenoble,city,155637,861.937533799393
197,1914159.5,4224740,919367053,Notre-Dame,neighbourhood,,498.671059748426
198,1915834.9,4223109.5,3837354216,Châtelet,Voisinage,,423.160087400435
199,1912485.4,4222537.5,3768518877,Mistral - Bachelard,suburb,,462.904997008554
200,1912948.2,4224812,3363841337,Arago,neighbourhood,,609.884324342214
201,1914805.5,4222862,1822915468,La Bruyère,neighbourhood,,641.383405594596
202,1912635.2,4223131.5,3391272616,Les Îles-Sud,neighbourhood,,565.447738947835
203,1915124.8,4224837,3883913692,Mutualité,neighbourhood,,110.986424706624
204,1912096.5,4226312,919361060,Polygone Scientifique,suburb,,299.316024064893
205,1915462.5,4222752,1822915467,Helbronner,neighbourhood,,711.604082519557
206,1913259.4,4223070.5,919369579,L'Aigle,neighbourhood,,907.77002918774
207,1915361.9,4222933,3837354216,Châtelet,Voisinage,,865.942212165266
208,1915684.9,4225146,3845606659,Les Sablons,locality,,215.256193291342
209,1915612.8,4222520,1822915467,Helbronner,neighbourhood,,548.781413234998
210,1915040.6,4224753,3883913692,Mutualité,neighbourhood,,40.1157435396209
211,1913180,4225194.5,3363841337,Arago,neighbourhood,,186.605003471965
212,1914221.4,4222066.5,3840890815,Clos d'Or,neighbourhood,,388.047808218353
213,1912892.9,4221431,2140400356,Rondeau,neighbourhood,,487.633177304358
214,1913127,4222807.5,3768518877,Mistral - Bachelard,suburb,,776.936472765041
215,1913541.1,4224102,2126097950,L'Estacade,neighbourhood,,126.379968847202
216,1914621.9,4221339,1822915466,Constantine,neighbourhood,,324.575174665762
217,1913892.1,4223683,26686589,Grenoble,city,155637,203.064440334523
218,1913090.6,4224662.5,2126097950,L'Estacade,neighbourhood,,593.315785492836
219,1913110,4221976.5,2140400356,Rondeau,neighbourhood,,99.8611464203477
220,1914466.1,4224044.5,3883913693,Préfecture,neighbourhood,,576.913537614307
221,1914843.5,4222269.5,1822915468,La Bruyère,neighbourhood,,48.8319568741022
222,1912704.2,4225716.5,3363866164,Martyrs,neighbourhood,,75.8931432651039
223,1914575.1,4221797,1822915465,Arlequin,neighbourhood,,276.553438417564
224,1913823.9,4223238,26686589,Grenoble,city,155637,630.389705362929
225,1915045.2,4222208,1822915468,La Bruyère,neighbourhood,,188.231305527725
226,1914271.9,4224165.5,443945403,Championnet,neighbourhood,,365.628615790578
227,1912386.2,4221751,3768518877,Mistral - Bachelard,suburb,,518.056701992718
228,1915493.8,4223089.5,3837354216,Châtelet,Voisinage,,665.496830589143
229,1913664.9,4225245,3363841337,Arago,neighbourhood,,514.720139768239
230,1914223.4,4224773,919367053,Notre-Dame,neighbourhood,,427.473272626425
231,1913008.8,4221510,2140400356,Rondeau,neighbourhood,,377.951428320752
232,1914895.5,4222645.5,1822915468,La Bruyère,neighbourhood,,424.468472707714
233,1912692,4221914,3768518877,Mistral - Bachelard,suburb,,230.562400879368
234,1915441,4223149,3837354216,Châtelet,Voisinage,,677.132452589368
235,1915110.2,4224670.5,3883913692,Mutualité,neighbourhood,,146.868039744224
236,1914869.9,4222278.5,1822915468,La Bruyère,neighbourhood,,57.1201899489843
237,1914093.1,4223739,26686589,Grenoble,city,155637,312.249728882171
238,1913173.9,4225605,2683438658,Le Clos des Fleurs,neighbourhood,,30.3932596836032
239,1913308.4,4222398,2140400356,Rondeau,neighbourhood,,564.906826058766
240,1913988,4221785,3840890815,Clos d'Or,neighbourhood,,699.197136709955
241,1914658.4,4223762.5,3883913693,Préfecture,neighbourhood,,796.139286495999
242,1914272.1,4224078,443945403,Championnet,neighbourhood,,384.152218554648
243,1914506.4,4221859.5,1822915465,Arlequin,neighbourhood,,336.999754533888
244,1915449,4224476.5,550137565,Pont Carpin,quarter,,443.597372236622
245,1913804.9,4223507.5,26686589,Grenoble,city,155637,360.731245153904
246,1914455.8,4223092.5,3840890815,Clos d'Or,neighbourhood,,690.968077218285
247,1915387.5,4224583.5,3883913692,Mutualité,neighbourhood,,417.565285166627
248,1913734.4,4223640.5,26686589,Grenoble,city,155637,239.567910727581
249,1915481.2,4222609.5,1822915467,Helbronner,neighbourhood,,577.435812088661
250,1915181.2,4224050.5,3883913693,Préfecture,neighbourhood,,673.523474346152
251,1914585.5,4221289.5,1822915466,Constantine,neighbourhood,,380.797892454334
252,1915166.4,4224853,3883913692,Mutualité,neighbourhood,,155.472303274759
253,1912456.9,4222482,3768518877,Mistral - Bachelard,suburb,,433.580709308512
254,1914886.1,4222467.5,1822915468,La Bruyère,neighbourhood,,246.428118509655
255,1915719,4224564,550137565,Pont Carpin,quarter,,191.430373635664
256,1914476.1,4221854.5,1822915465,Arlequin,neighbourhood,,367.394932389971
257,1915631,4224591,550137565,Pont Carpin,quarter,,282.887784807262
258,1913251.6,4225009.5,3363841337,Arago,neighbourhood,,380.452617482947
259,1913556.9,4223111,26686589,Grenoble,city,155637,798.02223605267
260,1915287.1,4222330,1822915467,Helbronner,neighbourhood,,277.948508150373
261,1914300.9,4224993.5,919367053,Notre-Dame,neighbourhood,,269.784840875977
262,1912648.1,4223171.5,3391272616,Les Îles-Sud,neighbourhood,,589.859013557845
263,1914835,4222071.5,1822915468,La Bruyère,neighbourhood,,152.903142035631
264,1912401.4,4221963.5,3768518877,Mistral - Bachelard,suburb,,370.469551423394
265,1914275.8,4224087.5,443945403,Championnet,neighbourhood,,384.77055514755
266,1915356,4225145.5,699050814,La Pièce Longue,locality,,423.230050195108
267,1913797.8,4225176.5,3363841337,Arago,neighbourhood,,661.70811291928
268,1913664,4222620,3840890815,Clos d'Or,neighbourhood,,554.489684206119
269,1913133.2,4225670,2683438658,Le Clos des Fleurs,neighbourhood,,71.5675866494512
270,1915541.9,4224645.5,550137565,Pont Carpin,quarter,,386.382409698405
271,1914778.2,4222368.5,1822915468,La Bruyère,neighbourhood,,165.964385171146
272,1912609.1,4221807.5,3768518877,Mistral - Bachelard,suburb,,354.379706159701
273,1914800,4223841,3883913693,Préfecture,neighbourhood,,716.912477780088
274,1914806.1,4224880,3883913692,Mutualité,neighbourhood,,236.238099352164
275,1912658.9,4221901.5,3768518877,Mistral - Bachelard,suburb,,249.726426505831
276,1913838.9,4224755.5,443945403,Championnet,neighbourhood,,559.493201960011
277,1913944.6,4221355.5,663102355,Surieux,locality,,464.219516593614
278,1914482,4221761.5,1822915465,Arlequin,neighbourhood,,375.674759466485
279,1912522.6,4222058,3768518877,Mistral - Bachelard,suburb,,220.086390649485
280,1916009.1,4223560,3837354216,Châtelet,Voisinage,,76.6579530105236
281,1914322.8,4222191,3840890815,Clos d'Or,neighbourhood,,292.882030907308
282,1915191.5,4222681.5,1822915468,La Bruyère,neighbourhood,,567.444735083668
283,1914217.2,4222257.5,3840890815,Clos d'Or,neighbourhood,,197.500354974905
284,1913883.8,4223275.5,26686589,Grenoble,city,155637,597.431255966939
285,1913972,4223262,26686589,Grenoble,city,155637,627.783409305258
286,1912939.1,4223050.5,3391272616,Les Îles-Sud,neighbourhood,,850.89529663927
287,1913244,4222499,3768518877,Mistral - Bachelard,suburb,,629.07457421312
288,1913761.8,4223291,26686589,Grenoble,city,155637,579.123207851381
289,1914673.9,4224200.5,3883913693,Préfecture,neighbourhood,,359.667853071881
290,1912842.2,4221902.5,2140400356,Rondeau,neighbourhood,,239.325679723597
291,1914464.9,4222226.5,3840890815,Clos d'Or,neighbourhood,,354.277119555051
292,1913967.9,4221356.5,663102355,Surieux,locality,,465.538226561575
293,1914986.8,4225164,3883913692,Mutualité,neighbourhood,,376.18521991066
294,1914814.1,4222239.5,1822915468,La Bruyère,neighbourhood,,46.569671601544
295,1912799.1,4221901,3768518877,Mistral - Bachelard,suburb,,251.87843079433
296,1914998.8,4222793,1822915468,La Bruyère,neighbourhood,,587.501946933803
297,1912239.6,4226217.5,919361060,Polygone Scientifique,suburb,,237.003621951454
298,1915560.6,4222542,1822915467,Helbronner,neighbourhood,,542.723918684557
299,1914156.6,4224967,919367053,Notre-Dame,neighbourhood,,416.29431831825
300,1914710.4,4222324,1822915468,La Bruyère,neighbourhood,,178.62592276662
301,1915109.4,4222793,1822915468,La Bruyère,neighbourhood,,623.406984416886
302,1913116.1,4222005,2140400356,Rondeau,neighbourhood,,128.918614691173
303,1912788.1,4221781,2140400356,Rondeau,neighbourhood,,309.112893848433
304,1912646.5,4223288.5,3391272616,Les Îles-Sud,neighbourhood,,636.784385036992
305,1915132.1,4222808.5,1822915468,La Bruyère,neighbourhood,,646.919077070727
306,1914117.9,4222840,3840890815,Clos d'Or,neighbourhood,,393.709936608975
307,1912956.4,4224848,3363841337,Arago,neighbourhood,,573.377042568939
308,1914886.4,4222460.5,1822915468,La Bruyère,neighbourhood,,239.512598042605
309,1913943.4,4223294.5,26686589,Grenoble,city,155637,589.278995186675
310,1912986.1,4224790,3363841337,Arago,neighbourhood,,618.233562898218
311,1914739.1,4225229.5,919367053,Notre-Dame,neighbourhood,,266.261946850477
312,1913776.5,4225225,3363841337,Arago,neighbourhood,,627.725671883126
313,1914071.1,4222834.5,3840890815,Clos d'Or,neighbourhood,,399.995774444396
314,1915052.9,4222168,1822915468,La Bruyère,neighbourhood,,202.876134493798
315,1914482.1,4224046.5,3883913693,Préfecture,neighbourhood,,567.842415455484
316,1913251,4222569,3768518877,Mistral - Bachelard,suburb,,676.690507486037
317,1912683.5,4223170,3391272616,Les Îles-Sud,neighbourhood,,622.908980549213
318,1914696.5,4222633.5,1822915468,La Bruyère,neighbourhood,,441.21013158795
319,1914184.4,4222279,3840890815,Clos d'Or,neighbourhood,,174.706857821595
320,1913755.2,4223601.5,26686589,Grenoble,city,155637,272.049907747116
321,1912450,4223646,3391349417,Les Îles,neighbourhood,,412.115776898341
322,1913910,4221873,3840890815,Clos d'Or,neighbourhood,,645.765629141936
323,1914260.4,4222503.5,3840890815,Clos d'Or,neighbourhood,,84.00054767939
324,1914710.8,4225394,919367053,Notre-Dame,neighbourhood,,395.574238815738
325,1915691.9,4222905,3837354216,Châtelet,Voisinage,,671.263072862937
326,1914296.9,4221862.5,1822915465,Arlequin,neighbourhood,,546.469725735451
327,1915220.5,4225012.5,3883913692,Mutualité,neighbourhood,,296.810580188749
328,1912702.5,4223094.5,3391272616,Les Îles-Sud,neighbourhood,,622.369317600914
329,1914511.8,4225164,919367053,Notre-Dame,neighbourhood,,150.475407009448
330,1913542.6,4221523.5,2140400356,Rondeau,neighbourhood,,584.240391732738
331,1914089.2,4222117.5,3840890815,Clos d'Or,neighbourhood,,351.638849891495
332,1913124,4222814.5,3768518877,Mistral - Bachelard,suburb,,781.408198000098
333,1913749.8,4225189,3363841337,Arago,neighbourhood,,612.200585532961
334,1914669.9,4223832.5,3883913693,Préfecture,neighbourhood,,725.373367203056
335,1914492.8,4221590.5,1822915466,Constantine,neighbourhood,,428.152946014131
336,1913142.5,4225818.5,3363864096,Jean Macé,neighbourhood,,44.9763079667503
337,1912640.2,4222650,3768518877,Mistral - Bachelard,suburb,,515.156468146818
338,1914309.1,4222123,3840890815,Clos d'Or,neighbourhood,,350.331749196042
339,1913331.8,4224697.5,2126097950,L'Estacade,neighbourhood,,509.763045846999
340,1914892.8,4222425,1822915468,La Bruyère,neighbourhood,,205.317510449551
341,1913680,4223496,26686589,Grenoble,city,155637,393.877384149857
342,1915191.1,4224889.5,3883913692,Mutualité,neighbourhood,,194.293308300642
343,1914518.2,4224046,3883913693,Préfecture,neighbourhood,,553.175320810198
344,1914643.8,4224075.5,3883913693,Préfecture,neighbourhood,,488.035786769002
345,1915148.5,4222174.5,1822915467,Helbronner,neighbourhood,,211.445884870199
346,1916240.4,4223284,3837354216,Châtelet,Voisinage,,292.686334351758
347,1913214.8,4224376.5,2126097950,L'Estacade,neighbourhood,,307.052887987988
348,1914387.2,4221439,1822915466,Constantine,neighbourhood,,524.374382741897
349,1914839,4224711.5,3883913693,Préfecture,neighbourhood,,187.985452564523
350,1914919.5,4225204.5,919367053,Notre-Dame,neighbourhood,,394.015137924845
351,1913948.4,4224592.5,443945403,Championnet,neighbourhood,,394.300908586281
352,1914207.4,4221861,3840890815,Clos d'Or,neighbourhood,,592.677268929546
353,1912665,4223046,3391272616,Les Îles-Sud,neighbourhood,,577.769680242263
354,1914299,4224136.5,443945403,Championnet,neighbourhood,,396.237585047334
355,1914856.2,4221512,1822915466,Constantine,neighbourhood,,57.1454560304924
356,1915458.6,4224673.5,3883913692,Mutualité,neighbourhood,,449.481212532029
357,1914969.1,4222649.5,1822915468,La Bruyère,neighbourhood,,441.107027326484
