id,coord_x,coord_y,join_id,join_@id,join_destinatio,join_highway,join_int_ref,join_lanes,join_maxspeed,join_name,join_oneway,join_ref,join_smoothness,join_surface,join_toll,join_source_max,join_history,join_destinat_1,join_turn_lanes,join_destinat_2,join_bridge,join_layer,join_source,join_tunnel,join_placement,join_maxspeed_l,distance
3361,1915247.5,4223166,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2892.74029821647
3362,1913413,4223350,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1055.93127449146
3363,1913833.2,4222447.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1478.04805647369
3364,1915118.6,4222039,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2759.88222890883
3365,1915223.5,4222911,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2868.8673426451
3366,1915710.8,4222557.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3355.48932237928
3367,1912928.2,4224889.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,578.805028922485
3368,1912645.5,4221890.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,286.480097990515
3369,1915601,4222530,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3245.74093503171
3370,1914877.6,4221797,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2518.45570642002
3371,1912996,4222254,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,639.342798845789
3372,1914195.9,4221989,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1837.00779398143
3373,1913856.2,4223204.5,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1501.07771955166
3374,1914432.1,4221298.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,2070.94642010867
3375,1913870.2,4223193,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1515.21510479886
3376,1913479.9,4225206.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1142.93326815606
3377,1915353.9,4222654,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2998.65222347228
3378,1914196.5,4221982.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1837.59927905213
3379,1912861.8,4225070,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,516.506384388539
3380,1914336.4,4221322.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,1975.36032343359
3381,1913602.6,4224662.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1254.26416771313
3382,1914539.6,4221913,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2180.60794595457
3383,1914341,4221900,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1981.99108751059
3384,1915045.6,4222019,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2686.75083550742
3385,1915322.2,4222680.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2967.01570237976
3386,1912894.2,4224795.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,545.160205218657
3387,1913213.5,4223612,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,857.801151159462
3388,1912848.4,4225055,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,502.254849118968
3389,1914220.8,4222180,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1863.41280368949
3390,1913455.2,4225565,way/23588165,way/23588165,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1184.74886406751
3391,1912935.6,4221268.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,574.898691481824
3392,1913619.9,4223728,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1263.3549317296
3393,1912827,4221890,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,467.979287320814
3394,1914935,4221404.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,2574.61594108042
3395,1915054.5,4222589.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2699.1306346946
3396,1914219.4,4222226.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1862.4392228205
3397,1913224.2,4225114.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,880.884047675042
3398,1914712.6,4221545.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2353.12640562818
3399,1912500.1,4221857,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,141.036340750885
3400,1913568,4223052,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1213.71945527566
3401,1912567,4225901,way/23588165,way/23588165,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,545.366876577128
3402,1912638.2,4221907,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,279.201717767436
3403,1915272.8,4224673.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1952.00605316371
3404,1914918.2,4222605,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2562.83626154354
3405,1914546.5,4221551,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2187.03375263535
3406,1912377.1,4222620,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,21.7794113879187
3407,1913233.2,4225427.5,way/23588165,way/23588165,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,935.325329713859
3408,1914673.9,4224043,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2324.16514797655
3409,1915531.9,4222810,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3177.02486752505
3410,1915703.2,4223554,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2627.46816508203
3411,1912673.2,4221788,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,314.045808456574
3412,1914746.1,4222427.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2390.7723694227
3413,1913065.9,4221207,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,708.161351799985
3414,1915259.9,4223218.5,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2904.4494079405
3415,1915506.5,4222639.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3151.21710278633
3416,1915110.1,4225716,way/4247752,way/4247752,,motorway,,3,70,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1638.27363122973
3417,1914381.9,4224027.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2032.04650341365
3418,1914345.1,4224003,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1994.88482377899
3419,1914999.9,4222707.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2644.78120865596
3420,1914947.8,4223690,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2591.79852821259
3421,1915503.8,4223273.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2964.49993618587
3422,1914711.4,4222174,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2353.9371663454
3423,1915510,4223334.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2906.46188770115
3424,1914044.9,4222114,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1686.91504138584
3425,1914911,4222720.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2555.91255909322
3426,1915090.1,4221754.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2730.89985293681
3427,1915278.8,4222011.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2919.93633790029
3428,1914235.9,4221796,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1876.75494704511
3429,1914719.4,4224253.5,way/257461455,way/257461455,,motorway,"E 711;E 713",3,90,,yes,A 480,,,no,,,,,,,,,,,,2371.22165213142
3430,1912580,4225874,way/23588165,way/23588165,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,537.39835304174
3431,1914941.5,4225252.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1927.75267727297
3432,1915487.9,4223093,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3133.72165432411
3433,1913050.9,4221209,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,693.057924533435
3434,1915465.2,4223340,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2920.58586864891
3435,1914353.5,4221292.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,1992.361307435
3436,1914644,4221473,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,2284.19049930394
3437,1913005.9,4225248,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,676.839145590351
3438,1914410.1,4221477.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,2050.33554172729
3439,1912432.2,4222625.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,76.8924097999328
3440,1912722.6,4223031,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,368.266622036097
3441,1915329.5,4221472,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,2969.65896459388
3442,1913416.4,4225621.5,way/23588165,way/23588165,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1162.87891086914
3443,1914557,4221577.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2197.56845624055
3444,1915354.8,4225162.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1595.82713258303
3445,1912396.5,4222560,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,41.190441694595
3446,1912642.4,4221774.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,283.228151096613
3447,1914342.5,4222546.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1987.21228266764
3448,1912497.4,4223714,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,141.719763309323
3449,1914492.8,4223939,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2138.34310432192
3450,1913283.1,4222725.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,928.02917632166
3451,1913433.8,4225282,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1105.1081275438
3452,1915188.5,4225797,way/4247752,way/4247752,,motorway,,3,70,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1547.7603922425
3453,1913782.8,4223104,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1428.65691689948
3454,1915278.5,4224629.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1977.37549176224
3455,1915502.8,4222575.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3147.456028808
3456,1915734,4222567,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3378.67151830581
3457,1914662.9,4225361.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2155.25167154644
3458,1914728.6,4221747.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2369.39099370977
3459,1913779.1,4225223.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1442.35449507785
3460,1915008.2,4225427.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1805.74202763117
3461,1913692,4223508,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1335.46777468404
3462,1915729.4,4222645.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3374.13081715091
3463,1913126,4222777,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,771.052814186261
3464,1915606.4,4224591.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1780.27264792592
3465,1913114.4,4221211.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,756.225520820406
3466,1914475.5,4221865,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2116.44512527068
3467,1914954.9,4225421.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1858.39532348636
3468,1912656.4,4223912,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,304.146632793297
3469,1913468.1,4225420.5,way/23588165,way/23588165,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1162.34188587344
3470,1914345.2,4221762,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1986.01031633508
3471,1912610.2,4222227,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,253.311452499672
3472,1914474.9,4221574.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2115.46459694687
3473,1914449.9,4224224,way/257461455,way/257461455,,motorway,"E 711;E 713",3,90,,yes,A 480,,,no,,,,,,,,,,,,2101.63288514932
3474,1914895.6,4225307.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1950.97403022811
3475,1913717.1,4221467.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,1357.27665419177
3476,1913808.4,4221489,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,1448.75078454064
3477,1913672.6,4223025.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1318.24864648533
3478,1915639.2,4225278,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1292.94516246254
3479,1915448,4223166.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,3085.00430036671
3480,1914926.1,4225272.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1934.71887747244
3481,1914909.2,4223945,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2554.51131950459
3482,1914847.9,4222256.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2491.18787401922
3483,1914063.9,4222826.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1709.06853539729
3484,1914358.1,4221536,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1998.61426562076
3485,1914463.6,4224131,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2114.60315343048
3486,1914150.9,4221465,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,1791.04130647583
3487,1914625.6,4221554,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2266.13761450282
3488,1914770.1,4224042.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2420.35767907888
3489,1915359.9,4225161,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1592.19947689062
3490,1915446.8,4222964.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3092.29467625677
3491,1915672.6,4225389.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1207.27018859987
3492,1915581.2,4223764.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2488.97342611841
3493,1915254.1,4224675.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1964.68117008027
3494,1914149.2,4222805,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1794.31686318922
3495,1915325.9,4224793.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1833.31055703422
3496,1915611.8,4224535.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1820.740083524
3497,1913698.9,4223121,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1344.79400915066
3498,1914086.8,4224736,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1738.00470583466
3499,1912489.6,4222696,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,134.460882167718
3500,1914646.5,4222026,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2287.68961869976
3501,1915814.9,4224590,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1657.88409926913
3502,1914428.1,4224048.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2078.41929508161
3503,1914962.6,4222178.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2605.16786744527
3504,1914107,4222881.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1752.29997254758
3505,1912690.5,4221680.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,331.204978295506
3506,1913673.5,4222567.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1318.17418546646
3507,1916078.8,4223379.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2673.59931517272
3508,1914880.6,4222420,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2525.21233295105
3509,1914959.4,4224520,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2290.0057104246
3510,1914986.5,4222951.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2631.96489700156
3511,1915444.4,4224573.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1899.89583488844
3512,1913649.6,4225252,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1316.28586309382
3513,1914238.9,4222500.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1883.69847659178
3514,1914353.1,4224141.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2004.19415566404
3515,1915719.1,4222927,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,3208.94525825085
3516,1913228.8,4222782,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,873.864480131521
3517,1914513.9,4221768,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2154.7180310615
3518,1914785.1,4224846.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2247.140809314
3519,1915351.6,4225343,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1515.11907426594
3520,1913834.4,4224607,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1486.42245740337
3521,1912500.1,4221844.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,141.019966876596
3522,1915274.1,4224692,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1938.7662865758
3523,1913456.8,4223713,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1100.75289009012
3524,1913820,4222780,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1465.05800477705
3525,1914790.2,4222167.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2432.67425511924
3526,1914266.2,4221308,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,1905.06055283594
3527,1913860.9,4223677.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1505.70561015736
