id,coord_x,coord_y,join_id,join_@id,join_destinatio,join_highway,join_int_ref,join_lanes,join_maxspeed,join_name,join_oneway,join_ref,join_smoothness,join_surface,join_toll,join_source_max,join_history,join_destinat_1,join_turn_lanes,join_destinat_2,join_bridge,join_layer,join_source,join_tunnel,join_placement,join_maxspeed_l,distance
9712,1915066.9,4225635,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1696.7210259333
9713,1914262.8,4224087.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1913.44885157995
9714,1915414,4224595,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1904.98605485445
9715,1913610.5,4223282.5,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1254.29907557153
9716,1916057.1,4223189.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2863.2767486417
9717,1915376.6,4225292.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1514.41496466128
9718,1912908.2,4224275,way/257461455,way/257461455,,motorway,"E 711;E 713",3,90,,yes,A 480,,,no,,,,,,,,,,,,560.095694370791
9719,1915620,4224599.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1765.4936380785
9720,1912396.6,4222580,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,41.2530446438212
9721,1914088.5,4222129.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1730.65532868723
9722,1915119.8,4224938.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1913.42949166247
9723,1914656.1,4225372.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2158.68935031251
9724,1915024.1,4225451.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1783.42989422006
9725,1915719.6,4225177,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1285.82434283972
9726,1915695.8,4223021.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,3127.02190953336
9727,1914867.9,4221818,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2508.78322285059
9728,1912379.4,4221866.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,20.3488884475987
9729,1914318.8,4221966,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1959.87756061299
9730,1915578.9,4222868,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3224.16346954263
9731,1913853,4223275,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1496.88190707427
9732,1915471.2,4223340.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2917.54204929434
9733,1913853.9,4224700,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1505.31334256743
9734,1914942.5,4222603,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2587.13140800832
9735,1914864.9,4222720.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2509.81269097858
9736,1913698.9,4225158,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1357.31249269062
9737,1914766.9,4222403.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2411.3917741772
9738,1912945.6,4221421,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,585.419550843812
9739,1914288.9,4221868.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1929.84987004557
9740,1915000.9,4222815.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2646.03954268479
9741,1914800.1,4224867.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2223.66174591994
9742,1914955.8,4224765.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2145.66977539081
9743,1915537.9,4224645,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1784.10502112563
9744,1914576.2,4221907,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2217.20005509445
9745,1914109.8,4221323,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,1748.77214434222
9746,1916022.6,4223368.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2698.44798516409
9747,1912584.5,4221702,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,225.233232300117
9748,1913327.8,4223457,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,970.897335578908
9749,1915543.8,4222913.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3189.17240633363
9750,1913398.6,4224540,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1050.95625414105
9751,1915685.8,4224601.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1723.3033693895
9752,1915344.6,4224662.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1906.56157054297
9753,1915499.8,4225029.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1549.89194384277
9754,1913556.2,4223076.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1201.98462005882
9755,1914883.6,4222167,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2526.06574438973
9756,1913750.4,4223084.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1396.20519869016
9757,1915464.1,4224497.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1943.65650685473
9758,1912638.8,4221682,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,279.506987515573
9759,1915681.5,4223781.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2428.96575603528
9760,1913804.6,4224625.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1456.50201078986
9761,1914849.4,4221511.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2489.88175132478
9762,1914471.1,4223839.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2113.56229664066
9763,1915433.2,4223021,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3078.83046540062
9764,1912683.2,4221771.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,324.024186363188
9765,1915223.4,4221590,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2863.98425838859
9766,1914714,4225396.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2096.41109495932
9767,1913189.1,4224414,way/257461455,way/257461455,,motorway,"E 711;E 713",3,90,,yes,A 480,,,no,,,,,,,,,,,,841.418556993538
9768,1914121.2,4221778,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1762.03146707103
9769,1913263.2,4222771,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,908.238069627373
9770,1914791.4,4225369,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2030.11025017989
9771,1914497,4222101,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2138.87683917985
9772,1913188.2,4222257.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,831.566811061535
9773,1912593.8,4221206,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,238.071861683227
9774,1914523.1,4223823,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2165.38074524715
9775,1914235.6,4221930,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1876.63047523506
9776,1913119.2,4225626,way/23588165,way/23588165,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,884.011131703273
9777,1915463.6,4223285,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2970.94066689981
9778,1914997.8,4222813,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2642.93357153299
9779,1912752.2,4221667.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,392.88789653177
9780,1914218.9,4221961.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1859.97175172555
9781,1913350.8,4223624,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,995.194617858386
9782,1914966,4224482,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2309.25274161939
9783,1914600.6,4223346,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2243.53735107346
9784,1914584.2,4224178,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2235.5892845997
9785,1914850.1,4222172,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2492.61299780439
9786,1914922.5,4221434.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,2562.36366690644
9787,1914372.9,4224096.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2023.61979169445
9788,1913228.2,4222841,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,873.405610333975
9789,1914715.2,4222013.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2356.33944125079
9790,1914078.1,4223136.5,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1723.78000965192
9791,1914449.2,4222087.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2090.95506650844
9792,1913096.9,4224727.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,748.150500021159
9793,1913545.5,4222949,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1190.96303947416
9794,1915179.1,4225240.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1714.74997169407
9795,1915122.6,4222049.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2763.97833566471
9796,1914823.5,4224917.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2178.73782821451
9797,1915694,4225091.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1359.81033688215
9798,1912435.4,4222341,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,79.4885794608757
9799,1915056.8,4224660,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2126.40933839971
9800,1914771.5,4222407,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2416.01789626912
9801,1914290.6,4223899,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1934.49241246107
9802,1913890.5,4224592.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1542.61616015901
9803,1914186.4,4221310,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,1825.27059868584
9804,1914741.6,4225417,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2064.2754619443
9805,1914929.4,4224510,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2319.56813965925
9806,1915306.9,4225721,way/4247752,way/4247752,,motorway,,3,70,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1444.21263197023
9807,1914183.9,4224335,way/257461455,way/257461455,,motorway,"E 711;E 713",3,90,,yes,A 480,,,no,,,,,,,,,,,,1835.97284977193
9808,1912067.1,4226345,way/23588165,way/23588165,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,526.624814568534
9809,1914026.2,4221712.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1666.94574947334
9810,1914447.6,4221810,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2088.47310416022
9811,1915288.2,4222890.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2933.51812137881
9812,1915123,4222052,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2764.40124144571
9813,1915513,4224606.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1829.40254876688
9814,1915249.2,4225383.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1593.40536567132
9815,1914105.6,4222884.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1750.90715257758
9816,1914202.2,4221520,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1842.69344081319
9817,1915220.4,4224876.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1865.34294616502
9818,1915148.8,4223180.5,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2793.87294279892
9819,1914500.8,4221702.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2141.53224319928
9820,1914797.4,4224299.5,way/257461455,way/257461455,,motorway,"E 711;E 713",3,90,,yes,A 480,,,no,,,,,,,,,,,,2449.36166193384
9821,1912720.4,4221964,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,361.476312112103
9822,1915509.4,4222629.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3154.09317440738
9823,1914825.5,4222430.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2470.19263728519
9824,1914124.6,4224693,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1776.05336019744
9825,1914463.4,4221759.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2104.20694015257
9826,1915469,4223270.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2981.77737818051
9827,1913561.1,4223028.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1206.75701463993
9828,1914841.9,4222027,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2483.0919402142
9829,1914491.8,4221847,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2132.72153290745
9830,1915505.1,4222938,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3150.53112125062
9831,1914290.5,4221441,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,1930.43872237584
9832,1913552.6,4223090.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1198.42184597512
9833,1914980.1,4220529,way/176330628,way/176330628,,motorway,,2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Lyon;Valence",,,,,,,,,2710.54610008756
9834,1912685.2,4221776.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,326.030734197039
9835,1913031.2,4224786.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,682.197588567612
9836,1915569,4223196.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,3009.02901066399
9837,1915299,4224726,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1897.63477390345
9838,1914885.6,4225270.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1973.23902500517
9839,1915507.5,4222637,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3152.21111990488
9840,1915703.2,4223681,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2511.05118044835
9841,1913658,4225262,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1325.6287649526
9842,1915261.4,4223933.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2512.77396507492
9843,1914950,4222755.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2594.99616780817
9844,1912724.5,4221960,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,365.571068954901
9845,1914969.9,4222707,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2614.78009847751
9846,1915287.6,4224625,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1973.77653638755
9847,1914723.9,4222122,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2365.95985089838
9848,1912840.6,4221899,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,481.591064842514
9849,1914035.2,4222678,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1680.01340428058
9850,1912201.1,4226238,way/23588165,way/23588165,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,539.145161221985
9851,1914750.9,4224077.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,2401.44898207524
9852,1913256.1,4224530.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,908.454951872085
9853,1916108.8,4223187.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2853.52732507161
9854,1913022.9,4225155.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,683.132925815784
9855,1913168.6,4222749.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,813.586912087357
9856,1913374.4,4224549.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1026.75755797929
9857,1913416,4223485.5,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1059.30487961156
9858,1912637.1,4223032.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,282.770911211693
9859,1913608.6,4223273,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1252.53601364271
9860,1915644.6,4223939,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2305.03419720107
9861,1916108.6,4223356.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,2688.87395117139
9862,1914502.6,4221391.5,way/23747454,way/23747454,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Lyon;Valence",,,,,,,,,2142.12346898727
9863,1914753.6,4222416.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,2398.1896537967
9864,1914576.1,4221800,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2216.95989481647
9865,1913912.5,4223331,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1555.5703713615
9866,1915212.5,4221656.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2853.17137675137
9867,1913774,4224946.5,way/23766487,way/23766487,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1424.71313594697
9868,1914436.1,4221692.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2076.81919960812
9869,1915687.9,4225383.5,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,1196.83858270314
9870,1913790.5,4223293.5,way/23766402,way/23766402,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1434.12209627503
9871,1912753.2,4222717.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,398.111556223104
9872,1913160.1,4222259,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,803.481745845167
9873,1913930.2,4221723,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,1570.95958588925
9874,1914215.6,4222768.5,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,1860.62936492786
9875,1914650.9,4221580.5,way/294019260,way/294019260,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,"Grenoble-Centre;Villard de Lans;Lyon",,,,,,,,,2291.47230541043
9876,1915785.2,4223092,way/4247773,way/4247773,,motorway,,2,110,L'Alpine,yes,A 41s,good,asphalt,no,,,,,,,,,,,,3031.5436065288
9877,1915501.8,4222940,way/23747444,way/23747444,,motorway,"E 711;E 713",2,90,,yes,A 480,,asphalt,no,,,,,,,,,,,,3147.23591470787
9878,1914324.9,4224150.5,way/23766408,way/23766408,,motorway,"E 711;E 713",2,90,,yes,A 480,,,no,,,,,,,,,,,,1976.06986422965
