id,distance
665,4635753.63909952
666,4635442.1932896
667,4635018.5034631
668,4637117.26157564
669,4638542.09667421
670,4638881.39291211
671,4635533.70160957
672,4638747.45753221
673,4638263.34746721
674,4634833.95667303
675,4635428.41925863
676,4638628.98387459
677,4637724.32347248
678,4638467.61118568
679,4636604.09083669
680,4636225.71592391
681,4636172.64490198
682,4637327.00749836
683,4638199.93144222
684,4637130.28560144
685,4635809.23339766
686,4637635.3112797
687,4634981.89228843
688,4637660.64374903
689,4635314.55163378
690,4637345.38518635
691,4638340.28028614
692,4636897.72295302
693,4634587.0357308
694,4635191.69263545
695,4637355.93036987
696,4637901.7439861
697,4637314.98571314
698,4635915.57857732
699,4636142.67758477
700,4635477.88670325
701,4638417.48166402
702,4635886.53044227
703,4636412.22117126
704,4637317.12742893
705,4638135.00589718
706,4639000.99641937
707,4635359.64956797
708,4639198.31285795
709,4636006.58420146
710,4637859.07675543
711,4635694.33413628
712,4637093.46134255
713,4636513.81038792
714,4638651.95646708
715,4637552.34895164
716,4636181.24570355
717,4635181.96952597
718,4638649.89021938
719,4637109.27502125
720,4636830.57397591
721,4635810.27654948
722,4635748.50312725
723,4636612.41262166
724,4636188.81997469
725,4638254.86741894
726,4636384.69446858
727,4638070.55470835
728,4634820.88523346
729,4635450.46493647
730,4635233.56911296
731,4637127.2509198
732,4637514.52810826
733,4636142.67551056
734,4635845.09915669
735,4634788.85207977
736,4638060.915633
737,4634952.46168264
738,4636574.90462559
739,4638379.13297528
740,4637956.73948229
741,4635411.620035
742,4635548.85214551
743,4637552.27247557
744,4636059.7231496
745,4636578.09983503
746,4637235.94133793
747,4634934.43285599
748,4635077.06055965
749,4638807.32258343
750,4638627.75660982
751,4638994.51307919
752,4637628.1147158
753,4638019.95327096
754,4635513.85292859
755,4635422.07680459
756,4635630.43128448
757,4636202.15684983
758,4637918.19132407
759,4636672.82501768
760,4636508.88583331
761,4636087.65031532
762,4635885.6174219
763,4636883.00756837
764,4637102.20659506
765,4636442.41967372
766,4637869.83422065
767,4636319.7292174
768,4634861.70761669
769,4637965.55773553
770,4635376.09893961
771,4636186.53930592
772,4636863.69126417
773,4637152.53287279
774,4635927.82520302
775,4637018.35186053
776,4636384.92624542
777,4636712.01956502
778,4636333.29328645
779,4636485.88007291
780,4639309.3412616
781,4636485.39985899
782,4638966.9776503
783,4634975.94250311
784,4637676.31190581
785,4637864.57582024
786,4636348.65775592
787,4637977.64414725
788,4634925.32695158
789,4637518.44425493
790,4635676.15074532
791,4639169.24113942
792,4638086.84436669
793,4637209.30257017
794,4638779.35248156
795,4635024.73437415
796,4636831.44517562
797,4634731.42982292
798,4638471.51223718
799,4635457.752748
800,4638386.92996807
801,4634448.76186065
802,4635359.6515714
803,4636526.22964907
804,4637337.13251245
805,4638062.66867252
806,4637698.80021238
807,4636360.54504387
808,4636839.41829905
809,4636774.01035804
810,4637047.05462414
811,4638500.95574589
812,4637761.49324802
813,4634589.31845384
814,4638550.62815966
815,4637653.11195262
816,4634569.92245316
817,4635789.75352636
818,4634836.9094464
819,4636016.75960645
820,4636083.50270889
821,4634840.37014474
822,4636087.66153909
823,4635344.27646394
824,4634289.29249072
825,4635287.48565159
826,4635736.46380113
827,4635185.28476628
828,4639124.91810238
829,4636838.03570965
830,4639070.30477351
831,4638139.55585617
832,4635014.31941993
833,4637152.61338117
834,4636646.42373813
835,4636601.62396277
836,4636134.89384224
837,4636536.82534445
838,4639044.67496915
839,4635210.21352189
840,4638674.55149346
841,4637258.1466479
842,4637104.57318333
843,4638554.51452815
844,4638551.62859809
845,4637689.54465783
846,4635947.30303121
847,4634877.32238628
848,4636098.5453388
849,4638527.36712059
850,4635450.73994167
851,4638904.99698626
852,4636441.92380015
853,4635668.10329133
854,4636030.47270271
855,4639244.04921488
856,4635412.44424807
857,4638474.87045547
858,4637168.6990811
859,4637700.13534355
860,4635122.25891865
861,4637427.64511915
862,4637400.08676664
863,4636806.09983748
864,4635102.25764524
865,4637466.76933192
866,4635399.61913482
867,4637747.08097876
868,4638562.19932962
869,4637612.30804919
870,4636709.69396617
871,4635850.72690731
872,4637679.86255664
873,4635539.03198804
874,4637784.05504497
875,4635409.64572787
876,4639175.58168933
877,4636516.82128655
878,4635867.30383772
879,4638105.11065586
880,4635190.52266444
881,4638623.88833618
882,4636525.84761993
883,4637617.69391822
884,4635772.32732543
885,4635636.48792636
886,4635702.7919285
887,4636765.66550999
888,4635908.63633998
889,4637802.98647459
890,4636244.06921799
891,4639170.31035706
892,4635113.13961168
893,4637060.58003394
894,4634828.06163464
895,4639499.74238305
896,4635567.20126171
897,4636961.01155816
898,4637941.58079628
899,4638894.12348555
900,4637891.68312171
901,4634892.45247742
902,4634634.35006124
903,4635951.88321483
904,4638376.85136559
905,4634848.95709639
906,4636015.9708214
907,4634963.3292784
908,4635739.71709014
909,4635519.56294773
910,4637524.99294062
911,4635419.90456913
912,4635409.92303651
913,4635044.91157757
914,4635409.19116862
915,4634813.67094802
916,4638635.03291752
917,4636599.77937348
918,4638196.76151073
919,4637133.00311247
920,4635999.52690492
921,4638284.75667829
922,4639150.52119055
923,4638519.29028743
924,4637716.86275698
925,4638516.86984072
926,4635115.41663245
927,4636085.27522677
928,4636664.36149148
929,4636486.57363947
930,4634999.53374223
931,4637438.91247059
932,4635403.71857447
933,4638895.02072837
934,4634975.32654895
935,4635845.90663829
936,4634904.43103263
937,4636694.98432961
938,4637927.60917295
939,4638180.77865015
940,4634759.592727
941,4637778.63105575
942,4634897.08007844
943,4635738.67678247
944,4637166.29150053
945,4635356.02022199
946,4635800.34706141
947,4635619.31638519
948,4636774.76878151
949,4638852.15678016
950,4636529.20611125
951,4637969.07533981
952,4636456.6012711
953,4638417.74719347
954,4636150.60509914
955,4637764.64205487
956,4635220.73645041
957,4636595.24288275
958,4635124.7122731
959,4635011.51551724
960,4638518.77142283
961,4637572.34640025
962,4635516.40970926
963,4638085.88323337
964,4637653.61959504
965,4635981.02236559
966,4635022.74421147
967,4639319.34421816
968,4636006.93395944
969,4636631.92855567
970,4638635.96106504
971,4636477.33494394
972,4635073.38511402
973,4635557.95787935
974,4636068.65629551
975,4636183.20420378
976,4637314.8673156
977,4636825.45238492
978,4636032.35264494
979,4634943.25918398
980,4636640.32307606
981,4635422.16576906
982,4635332.39400664
983,4635208.82825212
984,4638091.94652443
985,4636532.60480432
986,4636686.66300124
987,4636371.97414576
988,4635355.36209617
989,4637520.06067549
990,4638133.37304733
991,4636867.87369034
992,4635478.77567096
993,4635803.59023903
994,4635949.87301731
995,4639128.55079686
996,4638445.85069623
997,4637822.99736954
998,4635419.97032441
999,4637609.74340333
1000,4638614.14846547
1001,4639114.3170003
1002,4636326.37558545
1003,4639254.49607681
1004,4637811.88177186
1005,4636582.80384807
1006,4638033.95957369
1007,4637645.7298633
1008,4637436.89274359
1009,4638568.85358423
1010,4638584.16578432
1011,4636706.24475719
1012,4637687.72056931
1013,4635777.6420806
1014,4635498.42879196
1015,4637463.14547689
1016,4636509.9645524
1017,4639158.03638554
1018,4638541.53594217
1019,4636861.2794122
1020,4637768.79597049
1021,4634924.67340882
1022,4638314.44604399
1023,4636113.05405744
1024,4635452.59598448
1025,4639371.85621811
1026,4635315.1979927
1027,4635413.61120972
1028,4638896.96565821
1029,4637050.09317422
1030,4638221.1309384
1031,4638842.11205096
1032,4636174.19908663
1033,4635892.47920129
1034,4638715.54050487
1035,4636326.0369535
1036,4634929.73824891
1037,4634375.3721931
1038,4635829.61641725
1039,4635377.58973698
1040,4636891.51494058
1041,4638485.94750505
1042,4637696.38746703
1043,4635993.71662198
1044,4635418.18189577
1045,4636541.47698118
1046,4637078.12366285
1047,4636366.83489385
1048,4634712.12025301
1049,4637244.30476749
1050,4635457.77766963
1051,4637592.88896577
1052,4637766.9869094
1053,4634445.08507662
1054,4636191.66177549
1055,4635288.99528516
1056,4638599.94532871
1057,4636521.55355888
1058,4638013.36004055
1059,4635368.2457654
1060,4637734.83945406
1061,4636159.6651343
1062,4636499.05092323
1063,4635405.61254344
1064,4636810.16992102
1065,4636138.39991265
1066,4636738.11497361
1067,4635272.00713088
1068,4636269.71359642
1069,4635598.87796449
1070,4637636.23614435
1071,4637559.13060006
1072,4635592.44670958
1073,4637376.67324239
1074,4638539.19832073
1075,4638637.27334199
1076,4638730.18963725
1077,4636946.96233704
1078,4637817.5208496
1079,4638579.59826187
1080,4639181.38148197
1081,4635365.28713842
1082,4635248.63441488
1083,4637651.63065134
1084,4636872.9049928
1085,4636918.5908319
1086,4638506.59803725
1087,4636558.43867227
1088,4635730.38452684
1089,4638543.30921861
1090,4637850.58424412
1091,4636265.41669649
1092,4638422.07942378
1093,4635346.50146618
1094,4635014.71543515
1095,4637608.66876244
1096,4635397.91180596
1097,4635364.8023717
1098,4635733.03046227
1099,4635781.82600573
1100,4638362.88028191
1101,4637063.60645672
1102,4639216.23364418
1103,4635511.91113161
1104,4635553.75468065
1105,4636655.13473912
1106,4635917.82046668
1107,4636362.42242248
1108,4636556.33007047
1109,4637324.27549207
1110,4636659.22552195
1111,4635851.35243452
1112,4636746.99650529
1113,4636073.5151622
1114,4636184.18116819
1115,4635485.51882178
1116,4636238.96594035
1117,4638670.94895021
1118,4637288.30484903
1119,4634795.6408285
1120,4637175.89057484
1121,4635518.76251109
1122,4636482.20543294
1123,4638570.98345825
1124,4638469.53842846
1125,4636992.48338883
1126,4635244.3422878
1127,4638293.77802617
1128,4636114.93512223
1129,4637024.47596483
1130,4636952.99662321
1131,4635405.47619909
1132,4637569.92250219
1133,4638575.10771244
1134,4637022.84643647
1135,4638507.77032369
1136,4636703.34003067
1137,4636529.07570342
1138,4638987.14980291
1139,4636165.44161928
1140,4639578.68143342
1141,4636396.46015308
1142,4638570.97615343
1143,4637479.30696167
1144,4637081.07601143
1145,4634758.49957086
1146,4635956.06297493
1147,4635920.09695064
1148,4638404.85142849
1149,4638589.91882468
1150,4637685.96852392
1151,4636204.23728833
1152,4637708.05917209
1153,4636511.63772756
1154,4636398.86682939
1155,4635179.90227854
1156,4635869.95356654
1157,4638068.8977155
1158,4636235.61627021
1159,4638615.84946944
1160,4638533.01122329
1161,4639023.47016522
1162,4635713.24607359
1163,4635876.36098665
1164,4636525.63705524
1165,4638043.10765619
1166,4636157.39331294
1167,4637111.40307319
1168,4637207.02513004
1169,4635738.88014324
1170,4637219.65281278
1171,4638596.25226455
1172,4636041.658663
1173,4637025.91858549
1174,4638305.17341698
1175,4637318.53926886
1176,4637702.09335025
1177,4635009.21955181
1178,4635747.85490686
1179,4635155.53825647
1180,4634482.70466379
1181,4637863.46857987
1182,4635275.83899493
1183,4636188.69745691
1184,4639459.17807657
1185,4634643.90836971
1186,4635420.35758632
1187,4635062.22710014
1188,4639045.25072122
1189,4635808.60038809
1190,4636370.08663153
1191,4636589.14563327
1192,4637515.73444583
1193,4638349.97915132
1194,4636708.67566959
1195,4636973.54649568
1196,4635064.61981186
1197,4634999.27584268
1198,4636764.6572804
1199,4634988.28510614
1200,4636471.48243822
1201,4638520.53252058
1202,4638852.24446433
1203,4634775.16102661
1204,4635864.69731021
1205,4636960.88792035
1206,4636038.40755325
1207,4635848.21138932
1208,4636780.17890816
1209,4634916.91163794
1210,4635246.57518068
1211,4637607.47752656
1212,4635056.82737653
1213,4636641.66482127
1214,4637774.79522007
1215,4637929.57518993
1216,4635222.50843151
1217,4638626.47738772
1218,4635016.10486272
1219,4636626.80464964
1220,4636007.56767991
1221,4638936.65014792
1222,4637802.00882215
1223,4636642.22546525
1224,4637809.27751785
1225,4636980.56987252
1226,4636223.08191892
1227,4638748.78035721
1228,4636083.14691375
1229,4636538.69182326
1230,4636633.76577449
1231,4635721.77250709
1232,4638815.40362886
1233,4636280.57708735
1234,4636465.763799
1235,4639090.56867001
1236,4637020.31055335
1237,4635909.81995896
1238,4638607.510576
1239,4637662.7977379
1240,4637618.10490015
1241,4635674.01355182
1242,4636099.50085144
1243,4635017.89410359
1244,4637621.77261334
1245,4635556.48350361
1246,4636986.38852981
1247,4637922.24369943
1248,4637600.42308033
1249,4637513.85367742
1250,4636748.7251382
1251,4637761.46722668
1252,4635049.17527458
1253,4637519.84217951
1254,4638088.47992167
1255,4639261.48448368
1256,4638427.64819734
1257,4638003.55769344
1258,4637651.51094037
1259,4637866.52952809
1260,4636495.21934621
1261,4635560.34939698
1262,4634588.40746077
1263,4636638.02433907
1264,4636627.83620917
1265,4637679.92646961
1266,4637868.30852615
1267,4636442.36933438
1268,4638569.42005483
1269,4637988.60661093
1270,4635284.23471489
1271,4637755.13130626
1272,4635898.51513805
1273,4634969.23332874
1274,4637114.01706387
1275,4637677.80613715
1276,4636859.95052408
1277,4636118.71053359
1278,4637617.68128321
1279,4635170.92392239
1280,4636537.30171775
1281,4637871.51165378
1282,4638359.08578368
1283,4638286.79957195
1284,4635047.01851789
1285,4635390.63333386
1286,4638618.0538607
1287,4635592.89926877
1288,4636669.25739395
1289,4636311.42733281
1290,4637079.33742897
1291,4637921.98453522
1292,4635150.9923854
1293,4637578.47758664
1294,4635385.05017109
1295,4638441.51577748
1296,4636522.91535893
1297,4636757.0421819
1298,4639268.58742744
1299,4636594.25840949
1300,4637029.05994621
1301,4638590.66841855
1302,4638447.78170117
1303,4637608.79496913
1304,4636704.06756585
1305,4635884.74927669
1306,4638532.7121581
1307,4636672.25124689
1308,4638350.1210975
1309,4638473.48676109
1310,4638470.43900661
1311,4635592.47815599
1312,4636384.78944115
1313,4638551.08256009
1314,4638295.6127493
1315,4636206.52572335
1316,4638510.62992062
1317,4636036.57130743
1318,4635022.91359758
1319,4634913.96023305
1320,4635641.38934617
1321,4636527.29434875
1322,4637907.72848973
1323,4639029.56804201
1324,4637580.40733777
1325,4634678.7593352
1326,4638786.67302674
1327,4637679.25354675
1328,4636132.77500105
1329,4636272.39393814
1330,4635205.50029352
1331,4636548.11779425
1332,4636073.47449203
1333,4637473.66180572
1334,4634622.8040194
1335,4636205.30329975
1336,4638246.59963563
1337,4637125.42943182
1338,4637520.51327138
1339,4636281.12625821
1340,4638514.65049309
1341,4638808.04239516
1342,4636934.96066027
1343,4634777.21111701
1344,4635484.71945459
1345,4638598.15516819
1346,4638381.7660198
1347,4638533.74880275
1348,4638268.96827515
1349,4636452.23177765
1350,4635394.74869159
1351,4636829.12908976
1352,4636707.16761712
1353,4637565.70788645
1354,4634828.53551058
1355,4636037.0899835
1356,4634926.67428824
1357,4635241.25234058
1358,4634637.66351495
1359,4635890.17487696
1360,4637912.06850372
1361,4639235.3952801
